,comment,stars
4762,"['tower', 'heavy', 'glass', 'fine', 'plastic', 'would', 'fine', 'lighter', 'depends', 'value', 'guess', 'motherboard', 'asus', 'memory', 'ssd', 'xpg', 'gpu', 'gigabyte', 'produce', 'annoying', 'coil', 'whine', 'whenever', 'medium', 'load', 'also', 'static', 'speaker', 'previous', 'pc', 'expect', 'turned', 'way', 'without', 'extra', 'screeching', 'noise', 'also', 'no', 'thunderbolt', 'connector', 'like', 'previous', 'pc', 'stuck', 'plain', 'old', 'usb', 'two', 'usb', 'gb', 'connector', 'like', 'lot', 'fast', 'external', 'ssd', 'storage', 'count', 'connecting', 'two', 'time', 'without', 'suffering', 'speed', 'loss', 'computer', 'fully', 'turn', 'close', 'power', 'supply', 'keep', 'supply', 'electricity', 'seems', 'like', 'gpu', 'keyboard', 'manually', 'shut', 'psu']",3
4852,"['son', 'excited', 'getting', 'processor', 'shipping', 'receiving', 'process', 'quick', 'needle', 'say', 'soon', 'arrived', 'got', 'right', 'work', 'installing', 'struggled', 'like', 'hell', 'get', 'damn', 'clip', 'latch', 'push', 'lever', 'several', 'time', 'taking', 'turn', 'getting', 'thinking', 'feel', 'tight', 'fit', 'got', 'thought', 'finally', 'smooth', 'sailing', 'thought', 'son', 'standing', 'side', 'case', 'watching', 'pretty', 'rgb', 'light', 'cpu', 'fan', 'sudden', 'hear', 'retention', 'clip', 'snap', 'back', 'see', 'piece', 'bracket', 'hold', 'cpu', 'fan', 'place', 'flying', 'across', 'side', 'computer', 'case', 'look', 'disappointment', 'son', 'face', 'instantly', 'put', 'high', 'level', 'b', 'mode', 'mean', 'pissed', 'game', 'computer', 'no', 'way', 'keep', 'cooler', 'processor', 'amd', 'need', 'make', 'right', 'sending', 'u', 'replacement', 'bracket', 'making', 'retention', 'clip', 'unnecessarily', 'tight']",3
4858,"['needed', 'upgrade', 'gave', 'pc', 'kid', 'used', 'living', 'room', 'htpc', 'great', 'game', 'movie', 'basic', 'computing', 'dollar', 'happy', 'amd', 'release', 'rd', 'gen', 'price', 'might', 'drop', 'slightly', 'month', 'tho', 'price', 'wait', 'updated', 'month', 'later', 'great', 'game', 'however', 'trash', 'video', 'converting', 'pc', 'crash', 'everytime', 'blank', 'screen', 'pc', 'run', 'turned', 'power', 'management', 'fir', 'cpu', 'instead', 'no', 'crash', 'upgraded', 'fan', 'corsair', 'case', 'air', 'flow', 'point', 'market', 'fan', 'not', 'work', 'full', 'strength', 'disappointed', 'bout', 'rd', 'gen', 'ryzen', 'everything', 'else', 'flawless', 'running', 'power', 'video', 'convert', 'stay', 'away', 'year', 'old', 'video', 'converting', 'not', 'sure', 'deal']",3
4935,"['not', 'purchase', 'thinking', 'going', 'overclock', 'honestly', 'pointless', 'trouble', 'go', 'le', 'fps', 'least', 'gaming', 'wise', 'could', 'not', 'get', 'anything', 'stable', 'ghz', 'stuck', 'overclocked', 'core', 'still', 'fluctuating', 'ryzen', 'master', 'cannot', 'figure', 'returned', 'everything', 'stock', 'boost', 'hit', 'ghz', 'voltage', 'peaked', 'crashed', 'division', 'owned', 'day', 'nothing', 'headache', 'far', 'kind', 'regret', 'not', 'going', 'intel', 'route', 'returned', 'cpu', 'well', 'rog', 'strix', 'gaming', 'mobo', 'not', 'worth', 'headache', 'dislike', 'rog', 'bios', 'instead', 'opting', 'msi', 'board', 'possibly', 'not', 'liking', 'either', 'go', 'intel']",3
5012,"['bought', 'could', 'stream', 'higher', 'quality', 'intel', 'got', 'installed', 'ran', 'test', 'everything', 'passed', 'game', 'never', 'load', 'bfv', 'never', 'played', 'tried', 'everything', 'fix']",3
5023,"['cpu', 'fine', 'replacement', 'ryzen', 'knew', 'getting', 'cooler', 'come', 'trash', 'sure', 'order', 'decent', 'one', 'pretty', 'sure', 'unnecessarily', 'rgb', 'accessory', 'not', 'cooling', 'properly', 'shut', 'right', 'back', 'install', 'old', 'cooler']",3
5058,"['processor', 'champ', 'went', 'discord', 'using', 'power', 'old', 'cpu', 'one', 'main', 'complaint', 'wraith', 'cooler', 'visually', 'gorgeous', 'fairly', 'easy', 'install', 'however', 'idle', 'around', 'degc', 'build', 'okay', 'best', 'serious', 'work', 'cpu', 'reccomend', 'getting', 'water', 'cooler', 'cpu', 'run', 'quite', 'hot', 'unfortunately', 'side', 'note', 'make', 'sure', 'running', 'least', 'gb', 'ram', 'preferably', 'dual', 'channel', 'cpu', 'bottle', 'neck', 'rough', 'time']",3
5085,"['cpu', 'great', 'game', 'bundle', 'currently', 'offered', 'beware', 'hassle', 'amazon', 'get', 'full', 'redemption', 'day', 'delivery', 'friend', 'ordered', 'setup', 'going', 'back', 'forth', 'customer', 'service', 'week', 'no', 'redemption', 'great', 'cpu', 'fast', 'delivery', 'game', 'bundle', 'not', 'much']",3
5121,"['got', 'mine', 'sale', 'buy', 'full', 'price', 'crazy', 'fan', 'came', 'mine', 'cant', 'hold', 'steady', 'speed', 'even', 'set', 'bios', 'get', 'cool', 'mirage', 'lightning', 'effectsbut', 'work', 'keep', 'time', 'oh', 'well']",3
5123,"['description', 'website', 'say', 'specific', 'cpu', 'come', 'borderland', 'outer', 'world', 'email', 'code', 'xbox', 'pas', 'terrible', 'product', 'verification', 'tool', 'say', 'connection', 'error', 'whenever', 'try', 'launch', 'redeem', 'code', 'anyways']",3
5128,"['im', 'using', 'two', 'tomahawk', 'motherboard', 'gig', 'ram', 'ti', 'processor', 'amazing', 'run', 'game', 'great', 'everything', 'else', 'want', 'fan', 'come', 'look', 'really', 'cool', 'however', 'first', 'startup', 'didnt', 'spin', 'could', 'bios', 'setting', 'got', 'run', 'well', 'still', 'didnt', 'keep', 'cpu', 'cold', 'wold', 'like', 'hovering', 'degree', 'celsius', 'gaming', 'went', 'take', 'fan', 'closer', 'look', 'thermal', 'paste', 'pre', 'applied', 'sticky', 'ripped', 'cpu', 'socket', 'luckly', 'without', 'breaking', 'im', 'looking', 'getting', 'new', 'fan', 'suck', 'cause', 'one', 'look', 'amazing']",3
5178,"['however', 'broke', 'month', 'company', 'slow', 'provide', 'replacement']",3
5220,"['worked', 'well', 'five', 'month', 'died', 'stock', 'speed', 'well', 'ventilated', 'case', 'stock', 'cooler', 'recommend', 'using', 'water', 'cooling', 'motherboard', 'true', 'phase', 'vrm']",3
5221,"['cpu', 'beast', 'happy', 'choice', 'suppose', 'come', 'amd', 'reward', 'division', 'game', 'purchase', 'get', 'email', 'amazon', 'promotion', 'code', 'tried', 'redeem', 'code', 'always', 'got', 'message', 'amd', 'reward', 'saying', 'server', 'busy', 'try', 'later', 'way', 'week', 'not', 'received', 'game', 'cpu', 'great', 'choice', 'disappointed', 'amd', 'reward']",3
5253,"['processor', 'great', 'never', 'received', 'email', 'code', 'free', 'game', 'come', 'contacted', 'live', 'chat', 'amazon', 'guy', 'no', 'intention', 'helping', 'christmas', 'gift', 'someone', 'important', 'disappointing']",3
5266,"['cpu', 'good', 'lasted', 'installed', 'fried', 'week', 'no', 'harsh', 'load', 'even', 'ran', 'support', 'replace', 'get', 'refund', 'bummer']",3
5306,"['worked', 'well', 'year', 'half', 'died', 'randomly', 'went', 'restart', 'computer', 'cpu', 'died', 'mobo', 'cpu', 'failure', 'code', 'put', 'another', 'cpu', 'started', 'know', 'not', 'mobo', 'issue', 'going', 'try', 'warranty', 'know', 'well', 'going', 'go', 'kinda', 'disappointed', 'le', 'year', 'use', 'decently', 'high', 'end', 'cpu']",3
5332,"['worked', 'great', 'several', 'month', 'ran', 'cool', 'stable', 'one', 'day', 'stopped', 'working', 'entirely', 'no', 'indication', 'failing']",3
5350,"['great', 'cpu', 'still', 'faster', 'replaced', 'like', 'life', 'luck', 'lottery', 'suck', 'chip', 'not', 'clock', 'even', 'little', 'without', 'crashing', 'system']",3
5351,"['pretty', 'good', 'fast', 'problem', 'even', 'change', 'voltage', 'keep', 'staying', 'ghz', 'making', 'upset', 'always', 'making', 'system', 'hot']",3
5441,"['good', 'processor', 'rate', 'star', 'mobile', 'filler']",3
5458,"['nothing', 'wrong', 'chip', 'fan', 'fact', 'noob', 'building', 'pc', 'might', 'not', 'know', 'good', 'chance', 'update', 'bios', 'get', 'working', 'slightly', 'challenging', 'process', 'get', 'done', 'work', 'like', 'charm']",3
5489,"['havent', 'able', 'install', 'buy', 'market', 'cooler']",3
5638,"['take', 'box', 'come', 'not', 'shipping', 'box', 'check', 'damage', 'box', 'torn', 'processor', 'thankfully', 'look', 'fine', 'new', 'build', 'waiting', 'part', 'come']",3
5658,"['cpu', 'voltage', 'like', 'stock', 'heat', 'good', 'got', 'like', 'playing', 'pubg', 'might', 'unlucky']",3
5666,"['good', 'cpu']",3
5765,"['built', 'yet', 'cooler', 'came', 'broken', 'packaging', 'pre', 'applied', 'thermal', 'solution', 'broken', 'going', 'applying', 'aftermarket', 'thermal', 'solution', 'not', 'major', 'problem']",3
5785,"['possessor', 'work', 'expected', 'cooler', 'come', 'usb', 'header']",3
5788,"['not', 'yet', 'setup', 'pc', 'literally', 'go', 'processor', 'smudge', 'unsure', 'burn', 'cooler', 'factory', 'defect', 'not', 'yet', 'tested', 'inside', 'pc', 'wondering', 'one', 'else', 'happen']",3
5797,"['product', 'come', 'bracket', 'wrath', 'spire', 'cooler']",3
5836,"['spent', 'additional', 'money']",3
5893,"['got', 'box', 'broken']",3
5905,"['like', 'ryzen', 'product', 'suck', 'pay', 'get', 'fast', 'find', 'got', 'unlucky', 'dead', 'one']",3
6060,"['get', 'free', 'game', 'not']",3
6224,"['finally', 'getting', 'computer', 'post', 'hour', 'scratching', 'head', 'finally', 'got', 'chance', 'see', 'ryzen', 'maybe', 'asus', 'board', 'defective', 'maybe', 'processor', 'came', 'bad', 'batch', 'maybe', 'memory', 'good', 'thought', 'know', 'never', 'kind', 'issue', 'stability', 'amd', 'purchased', 'along', 'asus', 'crossfire', 'hero', 'mobo', 'replace', 'board', 'looking', 'upgrade', 'core', 'thread', 'count', 'without', 'breaking', 'bank', 'already', 'gb', 'trident', 'mhz', 'conveniently', 'samsung', 'die', 'gb', 'nvme', 'boot', 'drive', 'replaced', 'corsair', 'tb', 'nvme', 'drive']",3
6246,"['pro', 'price', 'performance', 'ok']",3
6296,"['amazon', 'ad', 'reflects', 'false', 'information', 'combo', 'product', 'not', 'function', 'properly', 'gb', 'ram', 'need', 'least', 'gb', 'work']",3
6314,"['amd', 'box', 'ripped', 'would', 'not', 'expect', 'something', 'new', 'come', 'damaged', 'like', 'saving', 'original', 'box', 'probably', 'super', 'disappointing', 'open', 'amazon', 'box', 'find']",3
6381,"['first', 'one', 'arrived', 'bent', 'pin', 'maybe', 'return', 'job', 'resent', 'maybe', 'unlucky', 'traditional', 'great', 'amazon', 'return', 'policy', 'new', 'one', 'arrived', 'pristine', 'condition', 'good', 'performance', 'garbage', 'thermal', 'stability', 'issue', 'despite', 'using', 'supported', 'hardware', 'date', 'firmware', 'maybe', 'unlucky', 'second', 'time', 'know', 'lost', 'many', 'many', 'hour', 'trying', 'get', 'bottom', 'issue', 'gave', 'found', 'new', 'home']",3
6435,"['excellent', 'cpu', 'fast', 'good', 'gaming', 'box', 'opened', 'though', 'cpu', 'cooler', 'appeared', 'either', 'nd', 'hand', 'thermal', 'paste', 'reapplied', 'damaged']",3
6503,"['pin', 'bent', 'arrival', 'luckily', 'able', 'bend', 'back', 'not', 'exactly', 'ideal', 'tho']",3
6689,"['dopo', 'un', 'acquisto', 'sfortunato', 'scatola', 'con', 'sigillo', 'aperto', 'cpu', 'fallata', 'ne', 'ho', 'ripreso', 'un', 'altro', 'devo', 'dire', 'che', 'ottimo', 'sia', 'come', 'prestazioni', 'sia', 'per', 'il', 'fatto', 'che', 'non', 'bisogna', 'sbattersi', 'per', 'raggiungere', 'alte', 'frequenze', 'perche', 'lasciando', 'parametri', 'del', 'bios', 'su', 'auto', 'fa', 'tutto', 'da', 'solo', 'lo', 'fa', 'anche', 'molto', 'bene', 'pero', 'scalda', 'da', 'morire', 'anche', 'con', 'un', 'dissipatore', 'aio', 'corsair', 'ha', 'dei', 'picchi', 'improvvisi', 'di', 'temperatura', 'relativa', 'partenza', 'al', 'massimo', 'delle', 'ventole', 'del', 'case', 'del', 'dissipatore', 'relativo', 'fastidiosissimo', 'rumore', 'magari', 'limitando', 'la', 'frequenza', 'massima', 'si', 'risolve', 'il', 'problema', 'anche', 'se', 'il', 'software', 'corsair', 'non', 'mi', 'indica', 'mai', 'temperature', 'superiori', 'ai', 'deg', 'gia', 'cosi', 'io', 'non', 'vado', 'oltre', 'ghz', 'quindi', 'massimi', 'previsti', 'per', 'questa', 'cpu', 'senza', 'overclock', 'io', 'non', 'li', 'ho', 'mai', 'raggiunti', 'sintesi', 'col', 'senno', 'di', 'poi', 'avrei', 'fatto', 'meglio', 'ad', 'investire', 'qualcosa', 'piu', 'per', 'prendere', 'un', 'che', 'consuma', 'la', 'meta', 'ed', 'sempre', 'core', 'thread']",3
6757,"['zum', 'prozessor', 'mus', 'man', 'nicht', 'viel', 'sagen', 'der', 'ist', 'spitze', 'leider', 'funktioniert', 'aber', 'der', 'mitgelieferte', 'rgb', 'cpu', 'kuhler', 'nicht', 'er', 'leuchtet', 'zwar', 'und', 'ist', 'schon', 'anzusehen', 'jedoch', 'lauft', 'der', 'lufter', 'nicht', 'nachdem', 'mir', 'zweimal', 'ein', 'ebenfalls', 'defekter', 'austauschkuhler', 'geschickt', 'wurde', 'bei', 'einem', 'anderen', 'onlineshop', 'funktioniert', 'nun', 'endlich', 'der', 'dritte', 'einfach', 'nur', 'pech', 'gehabt', 'und', 'immer', 'montagsmodelle', 'bekommen', 'oder', 'allgemein', 'schlecht', 'verarbeitete', 'lufter', 'man', 'wird', 'e', 'wohl', 'nie', 'erfahren']",3
6758,"['el', 'procesador', 'va', 'bien', 'lo', 'que', 'molesto', 'fue', 'que', 'el', 'material', 'de', 'embalaje', 'estaba', 'casi', 'destruido', 'desgastado', 'aunque', 'el', 'procesador', 'ventilador', 'estaban', 'sellados', 'dentro', 'de', 'sus', 'cajas', 'el', 'material', 'plastico', 'que', 'cubria', 'el', 'disipador', 'de', 'calor', 'estaba', 'roto', 'el', 'componente', 'termico', 'estaba', 'un', 'poco', 'rebajado', 'puesto', 'que', 'por', 'lo', 'mismo', 'no', 'venia', 'cubierto', 'le', 'aplique', 'uno', 'nuevo', 'para', 'probar', 'el', 'procesador', 'decidir', 'si', 'regresarlo', 'para', 'un', 'cambio', 'pero', 'termino', 'funcionando', 'excelente', 'lo', 'utilizo', 'para', 'edicion', 'de', 'video', 'juegos', 'ahora', 'que', 'lo', 'utilizo', 'realmente', 'ya', 'necesitaba', 'uno', 'nuevo']",3
6766,"['devo', 'ammettere', 'che', 'amd', 'con', 'questo', 'processore', 'ha', 'fatto', 'un', 'ottimo', 'lavoro', 'il', 'prodotto', 'veramente', 'performante', 'stelle', 'perche', 'le', 'temperature', 'sono', 'folli', 'con', 'il', 'dissipatore', 'stock', 'come', 'minimo', 'siamo', 'gradi', 'perbpoi', 'arrivare', 'oltre', 'quando', 'si', 'gioca', 'questo', 'prezzo', 'penso', 'sia', 'un', 'affare', 'se', 'paragonato', 'alla', 'concorrenza', 'da', 'mettere', 'conto', 'un', 'dissipatore', 'aftermarket', 'magari', 'aio', 'dissipazione', 'passiva', 'torretta']",3
6798,"['cpu', 'one', 'best', 'market', 'recomend', 'negative', 'part', 'came', 'factory', 'pin', 'cpu', 'bended', 'needed', 'bend', 'fit', 'slot', 'took', 'fix', 'not', 'brake', 'pin', 'finaly', 'working', 'perfect', 'rest', 'no', 'complane']",3
6858,"['sure', 'card', 'core', 'thread', 'sure', 'better', 'prettier', 'cooler', 'actual', 'copper', 'pipe', 'purely', 'gaming', 'probably', 'better', 'bet', 'pair', 'something', 'like', 'deepcool', 'gammaxx', 'seriously', 'throw', 'piece', 'garbage', 'stealth', 'cooler', 'incinerator', 'burn', 'hell', 'came', 'bam', 'better', 'price', 'performance', 'cpu', 'cool', 'better', 'even', 'prism', 'cooler', 'lost', 'couple', 'core', 'rgb', 'cooler', 'lighting']",3
6880,"['ottimo', 'processore', 'dalle', 'prestazioni', 'ottime', 'un', 'problema', 'il', 'dissipatore', 'che', 'viene', 'agganciato', 'alla', 'mobo', 'non', 'avvitato']",3
6912,"['buon', 'processore', 'nulla', 'piu', 'alla', 'lunga', 'dopo', 'averlo', 'testato', 'ho', 'preferito', 'ritornare', 'ad', 'intel', 'temperature', 'troppo', 'ballerine', 'causa', 'del', 'vid', 'che', 'sale', 'scende', 'ho', 'un', 'case', 'atx', 'areato', 'un', 'noctua', 'nhd', 'come', 'dissipatore', 'purtroppo', 'questo', 'uno', 'dei', 'difetti', 'anche', 'delle', 'ultime', 'cpu', 'amd']",3
6932,"['honestly', 'packaging', 'inspire', 'much', 'confidence', 'product', 'moving', 'around', 'amazon', 'box', 'package', 'added', 'kind', 'padding', 'even', 'processor', 'box', 'missing', 'bottom', 'holographic', 'strip', 'plastic', 'support', 'holding', 'cooler', 'piece', 'hoping', 'processor', 'work', 'fine']",3
6954,"['chose', 'que', 'ai', 'dire', 'est', 'que', 'il', 'avais', 'trop', 'de', 'patte', 'thermique', 'sur', 'le', 'refroidisseur', 'et', 'que', 'le', 'refroidisseur', 'etais', 'dur', 'installer', 'sinon', 'rien', 'dire', 'tout', 'est', 'arriver', 'en', 'une', 'seul', 'piece', 'et', 'rapidement']",3
7000,"['product', 'good', 'stock', 'cooler', 'work', 'great', 'minimal', 'overclocking', 'issue', 'purchased', 'item', 'supposed', 'game', 'included', 'not', 'receive', 'otherwise', 'everything', 'ordered', 'came', 'together', 'deal', 'would', 'give', 'star']",3
7028,"['full', 'load', 'included', 'cooler', 'hit', 'cool', 'room', 'wit', 'case', 'good', 'airflow', 'get', 'cheaper', 'oem', 'without', 'cooler', 'purchase', 'better', 'cooler']",3
7032,"['got', 'great', 'price', 'included', 'fan', 'thermal', 'paste', 'terrible', 'almost', 'wrecked', 'cpu', 'switched', 'new', 'cooler', 'working', 'great']",3
7085,"['conforme', 'annonce', 'le', 'ventilateur', 'joint', 'est', 'silencieux', 'sur', 'une', 'msi', 'gaming', 'plus', 'avec', 'go', 'de', 'memoire', 'corsair', 'mhz', 'une', 'msi', 'radeon', 'rx', 'avec', 'go', 'et', 'un', 'ssd', 'western', 'gigital', 'de', 'go', 'la', 'vitesse', 'est', 'au', 'rendez', 'vous', 'pour', 'moi', 'le', 'seul', 'point', 'negatif', 'pour', 'le', 'moment', 'est', 'le', 'prix', 'que', 'je', 'trouve', 'trop', 'cher', 'ou', 'le', 'etoiles', 'en', 'moins', 'dommage']",3
7138,"['product', 'came', 'day', 'early', 'open', 'without', 'thermal', 'pad', 'install', 'instruction', 'without', 'warranty', 'instruction', 'awaiting', 'motherboard', 'see', 'work']",3
7194,"['missing', 'cable', 'cant', 'even', 'buy', 'separately', 'cpu', 'work', 'start']",3
7279,"['molti', 'problemi', 'dei', 'driver']",3
7531,"['venant', 'un', 'amd', 'black', 'edition', 'certes', 'il', 'une', 'amelioration', 'de', 'performance', 'quoique', 'si', 'est', 'pa', 'gamer', 'ne', 'la', 'voit', 'pa', 'trop', 'pour', 'usage', 'courant', 'neanmoins', 'le', 'ventirad', 'de', 'ce', 'processeur', 'est', 'tres', 'tres', 'bruyant', 'difficile', 'travailler', 'cote', 'de', 'journees', 'entieres', 'moins', 'de', 'le', 'placer', 'distance', 'ou', 'enfermer', 'dans', 'un', 'caisson', 'isole', 'un', 'petit', 'aspirateur']",3
7551,"['utilise', 'mon', 'ordinateur', 'pour', 'du', 'montage', 'video', 'pour', 'instant', 'que', 'en', 'full', 'hd', 'donc', 'aucun', 'probleme', 'voir', 'avec', 'le']",3
7647,"['pour', 'ce', 'qui', 'est', 'de', 'delais', 'de', 'livraison', 'ainsi', 'que', 'de', 'la', 'qualite', 'du', 'produit', 'rien', 'dire', 'pour', 'autant', 'concernant', 'emballage', 'lors', 'de', 'la', 'reception', 'ai', 'retrouve', 'le', 'plastique', 'de', 'protection', 'de', 'la', 'pate', 'thermique', 'eclate', 'dessus', 'et', 'de', 'la', 'pate', 'thermique', 'un', 'peu', 'partout']",3
7719,"['il', 'et', 'performant', 'neanmoins', 'je', 'ne', 'vous', 'conseille', 'pa', 'le', 'ventirad', 'de', 'base', 'qui', 'fait', 'beaucoup', 'de', 'bruit', 'et', 'surchauffe']",3
7747,"['tres', 'bon', 'produit', 'dommage', 'que', 'emballage', 'est', 'abime', 'la', 'pate', 'thermique', 'origine', 'du', 'processeur']",3
7763,"['ri', 'nidao', 'zhao', 'shimashita', 'xiang', 'wojian', 'tatokoro', 'zheng', 'gui', 'dai', 'li', 'dian', 'noshirugaarimasendeshita', 'konoshang', 'pin', 'ha', 'zheng', 'gui', 'shu', 'ru', 'pin', 'dehanaku', 'fei', 'zheng', 'gui', 'rutonoshu', 'ru', 'pin', 'tosi', 'imasu', 'tong', 'ri', 'pasokonnozi', 'zuo', 'nishi', 'imashita', 'biosdeharyzen', 'xtoren', 'shi', 'shi', 'window', 'shang', 'demoryzen', 'xtobiao', 'shi', 'saremashita', 'su', 'du', 'mozheng', 'gui', 'pin', 'totong', 'zicheng', 'du', 'chu', 'masunode', 'zhi', 'pin', 'zi', 'ti', 'ha', 'ryzen', 'deari', 'wei', 'wu', 'dehanaiyoudesu']",3
7799,"['xtoka', 'xchi', 'tsuteirutoanmariyi', 'wei', 'naikamodesune', 'qi', 'dai', 'zhi', 'gagao', 'katsutadakenichiyotsutocan', 'nian']",3
7802,"['koronauirusukuo', 'da', 'dezi', 'su', 'gashi', 'matsutekaranogou', 'ru', 'datsutakotode', 'shao', 'shigao', 'imai', 'iwu', 'tonatsuteshimatsutanogacan', 'nian', 'koashu', 'deman', 'zu', 'deshitaga', 'whasasuganiurusai', 'leng', 'que', 'surutamenihuangahurujia', 'dong', 'xdenashini', 'deyokatsutatoshao', 'shihou', 'hui', 'shikashisudeninakatsutashi', 'qi', 'datsutanodetuo', 'xie']",3
7813,"['toriaezu', 'amerikakarajie', 'kimasutsutemetsuchiyadai', 'chimashita']",3
7839,"['zi', 'zuo', 'wozuo', 'richu', 'metekaraamddezu', 'toamdyi', 'jin', 'desu', 'konocpuhaqi', 'shikayan', 'enai']",3
7875,"['kurace', 'pin', 'mazace', 'usb', 'pinkonekutanopei', 'xian', 'dehamatsutanohasi', 'dake', 'qu', 'shuo', 'keguo', 'yu', 'nanoniri', 'ben', 'yu', 'nai']",3
7879,"['going', 'several', 'micro', 'usb', 'charging', 'cable', 'decided', 'time', 'charge', 'phone', 'wirelessly', 'thing', 'work', 'like', 'charm', 'charge', 'quickly', 'no', 'hiccup', 'edge', 'grip', 'pad', 'great', 'no', 'sliding', 'want', 'happy', 'customer', 'see', 'hold', 'good']",3
7888,"['bout', 'two', 'first', 'came', 'advertised', 'far', 'good', 'purchase', 'however', 'second', 'charger', 'recived', 'not', 'device', 'yootech', 'device', 'looked', 'different', 'shockingly', 'cheap', 'construction', 'returned', 'without', 'using', 'get', 'device', 'match', 'picture', 'probably', 'good', 'given', 'getting', 'right', 'product', 'think', 'would', 'recommend', 'looking', 'another', 'device', 'plenty', 'good', 'one']",3
7921,"['phone', 'always', 'start', 'charging', 'time', 'put', 'wireless', 'charger', 'often', 'time', 'pick', 'lay', 'time', 'register', 'also', 'extremely', 'slow', 'charging', 'work', 'fine', 'though', 'need', 'phone', 'charged', 'quickly']",3
7939,"['purchased', 'month', 'ago', 'used', 'iphone', 'iphone', 'work', 'time', 'put', 'phone', 'charger', 'watch', 'minute', 'make', 'sure', 'start', 'flashing', 'green', 'mean', 'no', 'longer', 'charging', 'solid', 'green', 'light', 'several', 'second', 'go', 'mean', 'charging', 'normally', 'take', 'phone', 'put', 'back', 'time', 'charging', 'take', 'would', 'probably', 'given', 'le', 'star', 'least', 'blink', 'let', 'know', 'phone', 'properly', 'charging']",3
7941,"['really', 'wanted', 'like', 'charger', 'make', 'samsung', 'galaxy', 'hot', 'concerned', 'battery', 'fry', 'battery', 'fried', 'heat', 'therefore', 'cannot', 'recommend', 'wireless', 'charger']",3
7944,"['loved', 'returned', 'expired', 'jan', 'stopped', 'charging', 'feb', 'th', 'bummer', 'loved', 'lasted', 'last', 'longer', 'month', 'writing', 'review', 'couple', 'week', 'later', 'company', 'reached', 'offering', 'gift', 'card', 'take', 'rating', 'told', 'would', 'take', 'update', 'offered', 'must', 'liked', 'answer', 'got', 'notification', 'amazon', 'credit', 'pandemic', 'hit', 'finally', 'getting', 'around', 'updating', 'review', 'feel', 'terrible', 'took', 'long', 'anyway', 'pandemic', 'safer', 'home', 'rule', 'cleaning', 'thing', 'came', 'across', 'wireless', 'charger', 'daughter', 'saw', 'asked', 'could', 'told', 'needed', 'recyle', 'work', 'well', 'maybe', 'needed', 'break', 'charging', 'not', 'sure', 'work', 'like', 'charm', 'first', 'broke', 'took', 'several', 'outlet', 'make', 'sure', 'power', 'source', 'daughter', 'happy', 'wireless', 'charger', 'earbuds', 'lol', 'stay', 'safe', 'california', 'partially', 'open', 'phase', 'tomorrow']",3
7951,"['update', 'sent', 'another', 'charger', 'yootech', 'newer', 'model', 'new', 'model', 'charge', 'twice', 'fast', 'previous', 'version', 'muchbetter', 'product']",3
7968,"['review', 'day', 'received', 'charger', 'package', 'arrived', 'time', 'complete', 'not', 'damaged', 'brand', 'new', 'rating', 'overall', 'today', 'get', 'better', 'feel', 'update', 'one', 'month', 'really', 'want', 'know', 'iphone', 'xr', 'silicone', 'case', 'initially', 'placed', 'iphone', 'charger', 'bam', 'sweet', 'spot', 'immediately', 'picked', 'automatically', 'detected', 'green', 'light', 'came', 'show', 'charging', 'mode', 'noted', 'time', 'charged', 'two', 'unit', 'point', 'nine', 'minute', 'phone', 'already', 'went', 'nine', 'minute', 'working', 'today', 'satisfied', 'find', 'next', 'day', 'continues', 'case', 'got', 'today', 'work', 'described', 'good', 'luck', 'decision']",3
7980,"['feel', 'silly', 'complaining', 'ease', 'use', 'wireless', 'charger', 'even', 'know', 'something', 'complain', 'purchased', 'another', 'charger', 'use', 'device', 'learned', 'charger', 'lack', 'phone', 'charging', 'department', 'charger', 'work', 'great', 'phone', 'sweet', 'spot', 'finding', 'sweet', 'spot', 'sometimes', 'take', 'longer', 'plugging', 'actual', 'cord']",3
7985,"['bought', 'huawei', 'nova', 'phone', 'work', 'reason', 'gave', 'daughter', 'tried', 'huawei', 'pro', 'well', 'tested', 'iphone', 'worked', 'phone', 'honest', 'wished', 'little', 'device', 'could', 'charged', 'hold', 'charge', 'easy', 'wireless', 'charging', 'without', 'cord', 'move', 'pro', 'side', 'suppose', 'save', 'cord', 'bent', 'need', 'replace', 'overall', 'see', 'limited', 'use', 'purpose', 'alright', 'product', 'probably', 'would', 'returned', 'since', 'useless', 'daughter', 'seemed', 'indifferent', 'keeping', 'missed', 'return', 'window']",3
7993,"['bought', 'one', 'enjoyed', 'using', 'couple', 'week', 'later', 'bought', 'another', 'year', 'since', 'purchased', 'originally', 'liked', 'convenience', 'unit', 'every', 'us', 'found', 'unit', 'recognize', 'charge', 'phone', 'unplug', 'plug', 'cable', 'get', 'phone', 'charge']",3
8001,"['charger', 'little', 'year', 'month', 'began', 'notice', 'sometimes', 'would', 'stop', 'charging', 'rubber', 'surface', 'began', 'warp', 'warping', 'bother', 'much', 'inconsistent', 'charging', 'sometimes', 'check', 'see', 'charging', 'place', 'inexplicably', 'stop', 'charging', 'later', 'inconvenient', 'think', 'charging', 'find', 'later', 'charge', 'inconsistency', 'become', 'worse', 'time', 'great', 'price', 'maybe', 'get', 'pay', 'situation']",3
