,review,prediction
10496,"['fit', 'echo', 'show', 'perfectly']",1
10499,"['recently', 'went', 'back', 'school', 'coding', 'bootcamp', 'requires', 'hour', 'coding', 'day', 'wanted', 'invest', 'good', 'pair', 'headphone', 'since', 'taking', 'class', 'home', 'due', 'current', 'pandemic', 'situation', 'share', 'work', 'space', 'family', 'member', 'first', 'looking', 'cheapest', 'pair', 'available', 'decided', 'would', 'better', 'invest', 'high', 'quality', 'pair', 'glad', 'headphone', 'fantastic', 'super', 'comfortable', 'sound', 'quality', 'superb', 'cancel', 'outside', 'noise', 'completely', 'purchasing', 'headphone', 'come', 'time', 'new', 'pair']",1
10516,"['recommend', 'cable', 'like', 'picture', 'good', 'charging', 'power', 'good', 'quality']",1
10524,"['best', 'ear', 'bud', 'love', 'much', 'come', 'close', 'losing', 'several', 'time', 'point', 'going', 'purchase', 'key', 'chain', 'case', 'highly', 'recommend']",1
10535,"['great', 'quality', 'well', 'put', 'together', 'starter', 'kit', 'love', 'come', 'two', 'battery', 'wait', 'baseball', 'start', 'gain', 'checkout', 'wide', 'angle', 'view', 'game']",1
10543,"['quality', 'product', 'clear', 'instruction', 'extremely', 'satisfied', 'purchase']",1
10544,"['love', 'give', 'free', 'stuff', 'watch']",1
10557,['love'],1
10564,"['honestly', 'say', 'version', 'alexa', 'amazing', 'alexa', 'car', 'using', 'another', 'brand', 'never', 'reliable', 'one', 'whole', 'car', 'seems', 'integrated', 'alexa', 'mine', 'boggling', 'lol', 'especially', 'set', 'refer', 'picture', 'like', 'vent', 'base', 'bulky', 'glued', 'upside', 'underneath', 'ac', 'control', 'work', 'perfect', 'look', 'amazing', 'especially', 'night', 'lightbar', 'light', 'buying', 'echo', 'auto', 'vehicle', 'cool', 'lol']",1
10567,"['since', 'pay', 'membership', 'anyway', 'much', 'cheaper', 'membership']",1
10597,"['unit', 'worked', 'right', 'box', 'several', 'month', 'later', 'working', 'fine', 'accompanying', 'app', 'io', 'needed', 'notify', 'demand', 'update', 'issue', 'price', 'ease', 'use', 'stability', 'convinced', 'great', 'purchase', 'le']",1
10608,"['fine', 'price']",1
10611,['good'],1
10624,"['little', 'fragile', 'overall', 'really', 'great', 'price', 'get', 'sturdy', 'enough', 'stabilize', 'dslr', 'use', 'great', 'taking', 'video', 'awkward', 'angle', 'shot']",1
10632,"['fit', 'better', 'hand', 'joy', 'con', 'connector', 'come', 'nintendo', 'switch']",1
10641,['good'],1
10649,['good'],1
10651,"['paired', 'phone', 'second', 'easy', 'could', 'importantly', 'sound', 'incredible', 'speaker', 'im', 'thoroughly', 'impressed', 'thing']",1
10654,"['easy', 'install', 'set', 'app', 'operate', 'receive', 'alarm', 'door', 'open', 'close', 'worry', 'carrying', 'individual', 'remote', 'going', 'walk', 'loaner', 'car', 'also', 'helped', 'wife', 'stuck', 'door', 'without', 'garage', 'remote']",1
10667,"['exactly', 'expected']",1
10668,"['son', 'save', 'game', 'sd', 'card']",1
10671,"['work', 'great']",1
10673,"['great', 'amazing', 'waterproof', 'good', 'bass', 'not', 'big', 'red', 'amazing']",1
10674,"['bought', 'item', 'reading', 'review', 'product', 'last', 'three', 'month', 'quit', 'charging', 'new', 'apple', 'xr', 'look', 'somewhere', 'else', 'better', 'warranty']",1
10689,"['el', 'pro', 'controller', 'del', 'nintendo', 'switch', 'e', 'un', 'accesorio', 'que', 'sin', 'duda', 'mejora', 'en', 'gran', 'medida', 'la', 'experiencia', 'de', 'la', 'nueva', 'consola', 'de', 'nintendo', 'e', 'comodo', 'sencillo', 'se', 'siente', 'funciona', 'muy', 'bien', 'si', 'estas', 'demasiado', 'acostumbrado', 'los', 'controles', 'clasicos', 'si', 'planeas', 'jugar', 'en', 'mayor', 'medida', 'en', 'modo', 'tv', 'este', 'e', 'el', 'accesorio', 'adecuado', 'para', 'ti', 'no', 'te', 'arrepentiras', 'de', 'adquirirlo']",1
10710,"['bit', 'heavy', 'ear', 'get', 'tired', 'hour', 'non', 'discrete', 'adapt', 'sound', 'function', 'annoying', 'tip', 'get', 'bass', 'want', 'using', 'biggest', 'earplug']",1
10717,"['wondering', 'could', 'get', 'great', 'comfort', 'sound', 'reasonably', 'priced', 'headset', 'pleased', 'headset', 'fit', 'comfortably', 'fit', 'snugly', 'ear', 'even', 'no', 'music', 'noise', 'cancellation', 'dampens', 'background', 'noise', 'excellently', 'spend', 'many', 'time', 'money', 'big', 'name', 'brand', 'great']",1
10718,"['not', 'video', 'nut', 'provide', 'number', 'chart', 'say', 'cable', 'work', 'provides', 'good', 'quality', 'picture', 'good', 'value', 'imo']",1
10739,"['glad', 'easily', 'purchase', 'item', 'online', 'use', 'right', 'away', 'no', 'shipping', 'necessary', 'time', 'wasted', 'thank']",1
10756,"['nice', 'quality', 'great', 'price', 'definitely', 'buy']",1
10758,"['noticed', 'able', 'hear', 'well', 'driving', 'street', 'car', 'grocery', 'store', 'could', 'barely', 'hear', 'refrigerator', 'tried', 'kid', 'pair', 'jlabs', 'jlabs', 'considerably', 'louder', 'see', 'lot', 'review', 'saying', 'loud', 'enough', 'think', 'people', 'trying', 'justify', 'purchase', 'reality', 'not', 'loud', 'enough', 'returning', 'said', 'sound', 'quality', 'good', 'overall', 'unless', 'sitting', 'quiet', 'library', 'listening', 'tune', 'probably', 'wishing', 'louder']",1
10769,"['work', 'big', 'noisy', 'warehouse', 'great', 'sound', 'battery', 'life', 'make', 'even', 'double', 'shift', 'no', 'problem', 'plan', 'buy', 'one', 'girlfriend', 'gift']",1
10773,"['love', 'black', 'friday', 'sale', 'playstation', 'run', 'continue', 'buy', 'online', 'card', 'year', 'run', 'sale']",1
10778,"['good', 'paper']",1
10783,"['really', 'like', 'color', 'got', 'teal', 'powerful', 'sound']",1
10803,"['work', 'quite', 'well', 'volume', 'control', 'side', 'basically', 'switch', 'supposed', 'keep', 'pressing', 'volume', 'button', 'device', 'however', 'feature', 'not', 'work', 'son', 'amazon', 'fire', 'tablet', 'still', 'overall', 'happy', 'headphone']",1
10804,"['pretty', 'good', 'price', 'work', 'well', 'kid', 'use', 'school', 'sound', 'good', 'another', 'mpow', 'headset', 'worked', 'well', 'month', 'buy']",1
10810,"['bought', 'headphone', 'gift', 'brother', 'tried', 'first', 'make', 'sure', 'snuff', 'truth', 'told', 'pleasantly', 'surprised', 'brother', 'told', 'enjoying', 'far', 'no', 'problem', 'ever']",1
10814,"['got', 'dic', 'far', 'worked', 'good', 'enough', 'price', 'testing', 'durability', 'right', 'active', 'person', 'live', 'big', 'mexico', 'travel', 'public', 'transportation', 'walk', 'long', 'distance', 'everyday', 'carry', 'toy', 'condition', 'morning', 'take', 'shower', 'far', 'three', 'month']",1
10824,"['great', 'sound', 'attractive', 'portable', 'compact', 'water', 'resistant', 'speaker', 'use', 'shower', 'bring', 'downstairs', 'eating', 'breakfast', 'great', 'range', 'battery', 'life', 'charge', 'fast', 'company', 'quickly', 'responded', 'sent', 'replacement', 'first', 'slighlty', 'defective', 'device', 'would', 'skip', 'word', 'listening', 'audio', 'book', 'gonna', 'give', 'extra', 'one', 'wife', 'car', 'since', 'primarily', 'listen', 'music', 'great', 'company', 'great', 'product']",1
10830,"['easy', 'assemble', 'work', 'expected']",1
10841,"['plugged', 'firestick', 'tv', 'paired', 'remote', 'tv', 'prompt', 'following', 'message', 'connect', 'remote', 'management', 'please', 'gve', 'pin', 'shown', 'service', 'representative', 'no', 'absolutely', 'no', 'number', 'provided', 'service', 'representative', 'use', 'amazon', 'chat', 'provide', 'information', 'chat', 'person', 'tell', 'may', 'not', 'connecting', 'may', 'registered', 'another', 'user', 'tell', 'brand', 'new', 'registered', 'account', 'person', 'account', 'absolutely', 'no', 'idea', 'cannot', 'tell', 'give', 'pin', 'give', 'number', 'call', 'amazon', 'neither', 'working', 'number', 'refuse', 'get', 'someone', 'else', 'line', 'give', 'working', 'number', 'also', 'suggests', 'device', 'not', 'account', 'im', 'logged', 'amazon', 'account', 'see', 'device', 'one', 'minute', 'wasted', 'time']",1
10849,"['great', 'product', 'money', 'spent']",1
10861,"['wow', 'gb', 'micro', 'sd', 'card', 'samsung', 'seems', 'work', 'well', 'increase', 'storage', 'son', 'surface', 'tablet', 'order', 'another', 'many', 'brand', 'samsung', 'right', 'many', 'thigs', 'use', 'msd', 'card', 'phone', 'computer', 'camera', 'everyday', 'check', 'size', 'support']",1
10874,"['worked', 'perfectly', 'fine', 'like', 'black', 'friday', 'special']",1
10886,"['loved', 'charger', 'got', 'new', 'iphone', 'charged', 'twice', 'almost', 'ran', 'late', 'work', 'phone', 'died', 'therefore', 'alarm', 'go']",1
10887,"['easy', 'install', 'work', 'not', 'alexa', 'garage', 'genie', 'phone', 'asked', 'wife', 'get', 'refund', 'still', 'waiting']",1
10888,"['say', 'bos']",1
10907,"['good', 'value', 'money']",1
10914,"['not', 'fast', 'charge', 'ever', 'sometimes', 'stop', 'charging', 'middle', 'night', 'phone', 'battery', 'really', 'low', 'wake', 'otherwise', 'okay', 'product', 'definitely', 'buy', 'recommend']",1
10927,"['decided', 'try', 'issue', 'sony', 'speaker', 'bought', 'last', 'year', 'turn', 'sound', 'way', 'order', 'listen', 'youtube', 'put', 'small', 'still', 'worked', 'least', 'one', 'much', 'better', 'volume', 'decent', 'level', 'still', 'hear', 'everything', 'one', 'complaint', 'would', 'get', 'feedback', 'using', 'via', 'aux', 'plugged', 'time', 'still', 'quite', 'figure', 'keep', 'unplugged', 'via', 'usb', 'using', 'remember', 'charge', 'lol']",1
10944,"['best', 'speaker', 'use', 'everyday']",1
10947,"['no', 'problem', 'micro', 'sd', 'card', 'work', 'well', 'dashcam']",1
10957,"['feel', 'little', 'lighter', 'weight', 'right']",1
10958,"['product', 'listing', 'amazon', 'explicitly', 'state', 'door', 'sensor', 'limit', 'hub', 'would', 'better', 'know', 'since', 'door', 'garage', 'not', 'everyone', 'two', 'door', 'garage', 'come', 'guy', 'expect', 'buy', 'two', 'hub', 'door', 'seriously']",1
10962,"['bought', 'go', 'paddle', 'boarding', 'far', 'camera', 'seems', 'excellent', 'quality', 'picture', 'good', 'especially', 'price', 'way', 'cheaper', 'go', 'pro', 'drawback', 'direction', 'included', 'however', 'site', 'view', 'direction']",1
10977,"['bought', 'early', 'august', 'worked', 'fine', 'today', 'keep', 'going', 'charging', 'not', 'charging', 'lasted', 'not', 'even', 'two', 'month', 'disappointing']",1
10980,"['use', 'headset', 'fortnite', 'help', 'hear', 'others', 'game', 'play', 'squad', 'hear', 'fellow', 'squad', 'member', 'headset', 'really', 'help', 'play']",1
10991,"['work', 'well', 'not', 'hold', 'battery', 'must', 'charge']",1
10993,"['camera', 'cheap', 'many', 'flaw', 'one', 'fatal', 'flaw', 'obviously', 'want', 'camera', 'running', 'continuously', 'rely', 'motion', 'detection', 'capture', 'alert', 'unlike', 'camera', 'use', 'actual', 'motion', 'wake', 'camera', 'wyze', 'us', 'pixel', 'light', 'car', 'headlight', 'passing', 'cloud', 'change', 'light', 'camera', 'record', 'send', 'alert', 'even', 'someone', 'come', 'picture', 'wakens', 'camera', 'time', 'start', 'recording', 'may', 'not', 'get', 'second', 'see', 'passed', 'even', 'low', 'light', 'capability', 'atrocious', 'even', 'low', 'light', 'function', 'turned', 'may', 'ok', 'continuous', 'surveillance', 'baby', 'monitor', 'normal', 'light', 'definitely', 'not', 'security', 'device', 'rely']",1
11000,"['ordered', 'charger', 'love', 'charger', 'easy', 'set', 'use', 'ended', 'ordering', 'another', 'charger', 'husband']",1
11014,"['funny', 'product', 'cost', 'lol', 'reason', 'people', 'buying', 'cpu', 'cheaper', 'no', 'way', 'hell', 'people', 'buying']",1
11016,"['nylong', 'braided', 'charger', 'job', 'fray', 'end', 'long', 'enough', 'reach', 'destination', 'pretty', 'color']",1
11018,"['another', 'device', 'car', 'alexa', 'enabled', 'worked', 'lot', 'better', 'bought', 'alexa', 'auto', 'thought', 'specifically', 'called', 'alexa', 'auto', 'might', 'even', 'better', 'one', 'wrong', 'thing', 'like']",1
11021,"['easy', 'install', 'fit', 'tv', 'perfectly']",1
11022,"['able', 'quickly', 'get', 'code', 'worked', 'well', 'used', 'code', 'day']",1
11024,"['love', 'work', 'perfect']",1
11049,"['easy', 'install', 'kid', 'love', 'able', 'tell', 'alexa', 'turn', 'light', 'laying', 'bed']",1
11052,"['good', 'paper']",1
11058,"['bought', 'open', 'close', 'garage', 'door', 'remotely', 'left', 'garage', 'door', 'open', 'accidentally', 'overnight', 'leaving', 'home', 'perfect', 'installation', 'breeze', 'went', 'step', 'step', 'no', 'problem', 'app', 'closing', 'door', 'le', 'min', 'time', 'started', 'know', 'reviewer', 'talking', 'thing', 'not', 'like', 'alarm', 'sound', 'use', 'app', 'shut', 'door', 'obnoxious', 'not', 'see', 'point', 'disable', 'mute', 'feature', 'otherwise', 'great', 'product', 'price']",1
11059,"['easy', 'install', 'good', 'packaging']",1
11063,"['nada', 'mejor', 'para', 'jornadas', 'largas', 'de', 'juego', 'para', 'quien', 'tiene', 'manos', 'grandes', 'e', 'bueno', 'darle', 'un', 'respiro', 'los', 'joy', 'con', 'normales', 'editado', 'con', 'el', 'tiempo', 'un', 'ano', 'de', 'haberlo', 'comprado', 'utilizarlo', 'un', 'par', 'de', 'veces', 'la', 'semana', 'el', 'joystick', 'izquierdo', 'se', 'corre', 'hacia', 'abajo', 'en', 'los', 'juegos', 'busquen', 'en', 'internet', 'e', 'un', 'problema', 'general', 'de', 'este', 'control', 'esperaba', 'calidad', 'impecable', 'la', 'que', 'no', 'tiene', 'acostumbrados', 'nintendo', 'por', 'el', 'precio', 'recomendaria', 'buscar', 'otras', 'opciones', 'que', 'no', 'tienen', 'este', 'problema', 'el', 'precio', 'e', 'asequible', 'una', 'buena', 'opcion', 'e', 'bitdo']",1
11068,"['no', 'idea', 'thing', 'auto', 'insurance', 'company', 'sent', 'email', 'letting', 'know', 'could', 'receive', 'one', 'free', 'doubting', 'clicked', 'link', 'low', 'behold', 'free', 'no', 'shipping', 'prime', 'member', 'no', 'cost', 'nothing', 'installed', 'le', 'five', 'minute', 'driveway', 'love', 'hand', 'free', 'ability', 'speak', 'alexa', 'without', 'car', 'worthy', 'voice', 'control', 'dead', 'zone', 'cellular', 'service', 'struggle', 'command', 'area', 'playing', 'song', 'no', 'struggle', 'no', 'anything']",1
11084,"['improve', 'reception', 'increase', 'number', 'station', 'practically', 'every', 'station', 'want', 'access', 'cut', 'quits', 'receiving', 'altogether', 'exchanged', 'previous', 'antenna', 'touted', 'receive', 'mile', 'worse', 'one', 'removed', 'live', 'twin', 'city']",1
11089,"['confused', 'first', 'thinking', 'light', 'needed', 'screw', 'stand', 'mounting', 'knob', 'tightly', 'hold', 'keep', 'straight', 'filter', 'plate', 'slide', 'seal', 'together', 'interlock', 'panel', 'tight', 'completely', 'filter', 'bulb', 'really', 'love', 'get', 'cool', 'warm', 'lighting', 'various', 'shooting', 'need']",1
11091,"['worse', 'product', 'ever', 'dropped', 'carpet', 'cracked']",1
11094,"['device', 'provided', 'gift', 'boy', 'glad', 'feature', 'function', 'amazing', 'ability', 'scroll', 'photo', 'sometimes', 'take', 'lot', 'time', 'wife', 'love', 'watch', 'truly', 'impressive', 'device']",1
11106,"['una', 'decepcion', 'si', 'se', 'compara', 'con', 'entregas', 'anteriores', 'de', 'super', 'smash', 'para', 'desbloquear', 'los', 'personajes', 'solo', 'hay', 'que', 'jugar', 'varias', 'horas', 'no', 'hay', 'formas', 'ocultas', 'que', 'descubrir', 'como', 'ante', 'el', 'modo', 'en', 'linea', 'e', 'muy', 'dificil', 'de', 'usar', 'e', 'bastante', 'lento', 'menudo', 'se', 'traba', 'el', 'modo', 'historia', 'e', 'entretenido', 'al', 'inicio', 'pero', 'despues', 'de', 'un', 'rato', 'se', 'vuelve', 'aburrido', 'sin', 'la', 'posibilidad', 'de', 'jugar', 'bien', 'en', 'linea', 'vale', 'poco', 'la', 'pena']",1
11110,['good'],1
11126,"['great', 'review', 'coming', 'noise', 'cancelling', 'annoying', 'best', 'mostly', 'uncomfortable', 'mute', 'ambient', 'noise', 'mic', 'absolute', 'garbage', 'tried', 'using', 'headset', 'bluetooth', 'call', 'end', 'complained', 'poor', 'sound', 'quality', 'much', 'background', 'noise', 'kind', 'expect', 'cheap', 'earphone']",1
11135,"['loved', 'using', 'airplane', 'cancelled', 'noise', 'made', 'watching', 'movie', 'much', 'enjoyable']",1
11138,"['price', 'earbuds', 'great', 'value', 'sound', 'quality', 'awesome', 'although', 'touch', 'design', 'something', 'take', 'getting', 'used', 'battery', 'life', 'par', 'fit', 'good', 'well', 'extra', 'ear', 'piece', 'come', 'charge', 'usb', 'wireless', 'reasonable', 'rate', 'min', 'hour', 'pairing', 'easy', 'well', 'would', 'buy']",1
11141,"['son', 'love', 'game', 'play', 'figure', 'character', 'finding', 'guy', 'punching', 'kicking', 'edge', 'screen']",1
11143,[],1
11146,"['let', 'clear', 'still', 'looking', 'ultimate', 'portable', 'speaker', 'system', 'hook', 'iphone', 'classic', 'ipod', 'via', 'wire', 'supplied', 'likely', 'never', 'happens', 'three', 'sided', 'hunk', 'fine', 'always', 'partial', 'brand', 'even', 'though', 'not', 'made', 'usa', 'still', 'carry', 'quality', 'brand', 'rebound', 'tradition', 'reputation', 'sure', 'wish', 'came', 'case', 'not', 'spend', 'third', 'price', 'one', 'bought', 'separately', 'no', 'chance', 'chancing', 'drenching', 'although', 'sure', 'easily', 'light', 'rain', 'resistant', 'best', 'sound', 'year', 'countless', 'attempt', 'portably', 'channel', 'sound', 'beloved', 'tune', 'carrier']",1
11159,"['love', 'product', 'convenient', 'control', 'anywhere', 'however', 'farther', 'away', 'take', 'connect']",1
11160,"['loved', 'beginning']",1
11165,"['great', 'price', 'good', 'quality', 'compared', 'model']",1
11167,"['best', 'prime', 'day', 'deal', 'ever', 'love', 'check', 'time', 'garage', 'door', 'open', 'also', 'set', 'alert', 'helpful', 'great', 'alternative', 'buying', 'latest', 'greatest', 'garage', 'door', 'opener', 'thus', 'saved', 'u', 'gripe', 'tried', 'close', 'garage', 'door', 'using', 'app', 'work', 'finally', 'found', 'happens', 'mean', 'need', 'reset', 'router', 'reset', 'router', 'far', 'product', 'several', 'month', 'also', 'great', 'thing', 'product', 'provide', 'temporary', 'access', 'open', 'garage', 'guest', 'delivery', 'person', 'like', 'close', 'garage', 'kid', 'forget', 'close', 'open', 'outside', 'keypad', 'working', 'properly', 'super', 'helpful', 'love']",1
11188,"['work', 'expected']",1
11204,"['good', 'sound', 'quality', 'not', 'great', 'really', 'good']",1
11206,"['excellent', 'dash', 'cam', 'portable', 'video', 'camera', 'best', 'value']",1
11219,"['easy', 'set', 'take', 'quickly', 'great', 'product', 'price']",1
11220,['good'],1
11224,"['work', 'bought', 'smart', 'plug', 'brand', 'witch', 'worked']",1
11225,"['bought', 'action', 'camera', 'motorcycle', 'using', 'almost', 'everyday', 'month', 'honestly', 'say', 'camera', 'amazing', 'held', 'actually', 'passed', 'thought', 'quality', 'would', 'thinking', 'camera', 'go']",1
11246,"['epson', 'printer', 'fell', 'love', 'paper']",1
11251,"['not', 'really', 'much', 'say', 'son', 'like', 'game', 'easy', 'pick', 'play', 'minute']",1
11281,"['excellent', 'product', 'stable', 'signal', 'connection', 'important', 'update', 'software', 'safe', 'use']",1
11285,['perfect'],1
11286,"['previous', 'review', 'said', 'headphone', 'not', 'work', 'correctly', 'fiddling', 'found', 'not', 'headphone', 'not', 'work', 'complimentary', 'wire', 'splitter', 'included', 'fixed', 'no', 'problem', 'sound', 'quality', 'microphone', 'quality', 'previously', 'said', 'issue', 'headphone', 'rather', 'air', 'tight', 'cause', 'ear', 'sweat', 'little', 'although', 'mean', 'block', 'outside', 'noise', 'well', 'mostly', 'personal', 'preference', 'though']",1
11291,"['looking', 'since', 'dont', 'cable', 'ihave', 'beem', 'wanting', 'local', 'channel', 'iwent', 'purchase', 'husband', 'itnstalled', 'hoping', 'work', 'easy', 'install', 'thought', 'picture', 'clear', 'enough', 'channel', 'happy', 'pruchase', 'not', 'spending', 'much', 'subscription']",1
11296,"['memory', 'card']",1
11297,"['great', 'value', 'no', 'complaint']",1
11300,"['looking', 'portable', 'speaker', 'good', 'bass', 'sound', 'found']",1
11303,"['cheap', 'quality', 'unresponsive', 'want', 'money', 'back', 'returned', 'chance']",1
11312,"['searching', 'set', 'wireless', 'bluetooth', 'earbuds', 'tozo', 'product', 'stood', 'really', 'know', 'looking', 'earbuds', 'seemed', 'everything', 'could', 'wanted', 'bought', 'product', 'meet', 'need', 'exceeds', 'expectation', 'typically', 'much', 'time', 'day', 'able', 'use', 'long', 'amount', 'time', 'time', 'need', 'last', 'several', 'hour', 'battery', 'life', 'hold', 'strong', 'no', 'issue', 'needing', 'recharge', 'done', 'using', 'noise', 'cancellation', 'product', 'astounding', 'recently', 'right', 'earbud', 'died', 'charge', 'anymore', 'speaking', 'customer', 'support', 'trying', 'recommendation', 'without', 'success', 'sending', 'new', 'set', 'no', 'cost', 'happier', 'willingness', 'work', 'replace', 'product', 'make', 'believe', 'issue', 'not', 'common', 'one', 'looking', 'set', 'wireless', 'bluetooth', 'earbuds', 'great', 'sound', 'quality', 'strong', 'battery', 'life', 'unearthly', 'ability', 'cancel', 'external', 'noise', 'look', 'no']",1
11319,"['last', 'day', 'work', 'hour', 'play', 'half', 'volume', 'bass', 'really', 'impressive', 'sound', 'quality', 'overall', 'really', 'good', 'ear', 'bud']",1
11322,"['impressed', 'earbuds', 'fit', 'ear', 'perfectly', 'sizing', 'option', 'included', 'really', 'block', 'sound', 'prepared', 'marginal', 'sound', 'really', 'awesome', 'highly', 'recomend']",1
11325,"['compact', 'easy', 'install', 'come', 'universal', 'remote', 'syncs', 'easily', 'component']",1
11327,"['good', 'quality', 'large', 'amount', 'price']",1
11341,"['wireless', 'charging', 'pad', 'yootech', 'went', 'beyond', 'expectation', 'reasonably', 'priced', 'compared', 'known', 'brand', 'great', 'charger', 'not', 'gigantic', 'size', 'make', 'east', 'tcarry', 'place', 'phone', 'wireless', 'earbuds', 'case', 'without', 'fumbling', 'around', 'right', 'place', 'set', 'even', 'look', 'per', 'yotech', 'recommendation', 'used', 'one', 'high', 'quality', 'ac', 'usb', 'adapter', 'around', 'one', 'fast', 'charging', 'samsung', 'galaxy', 'note', 'phone', 'brother', 'also', 'charged', 'iphone', 'fine', 'using', 'wireless', 'charger', 'thus', 'making', 'versatile', 'phone', 'charged', 'fast', 'phone', 'case', 'seem', 'affect', 'charger', 'function', 'charger', 'co', 'continuous', 'rubber', 'rim', 'running', 'along', 'top', 'bottom', 'keep', 'phone', 'charger', 'free', 'slipping', 'around', 'addition', 'no', 'annoying', 'continuous', 'light', 'soft', 'meditative', 'green', 'light', 'appears', 'first', 'place', 'device', 'turn', 'second', 'love', 'term', 'size', 'charging', 'capability', 'cost', 'speed']",1
11343,"['nice', 'product', 'made', 'china', 'not', 'crap', 'recommend']",1
11351,"['good', 'keyboard']",1
11353,"['thin', 'paper']",1
11368,"['llego', 'en', 'perfecta', 'condiciones', 'como', 'todo', 'smash', 'e', 'excelente']",1
11377,"['fit', 'perfect', 'ear', 'not', 'wife', 'ear', 'sound', 'great', 'connection', 'work', 'great', 'review', 'say', 'one', 'ear', 'keep', 'disconnecting', 'think', 'confused', 'one', 'ear', 'connects', 'phone', 'ear', 'connects', 'ear', 'connected', 'phone', 'not', 'sure', 'bluetooth', 'option', 'connected', 'would', 'not', 'personally', 'buy', 'calling', 'talk', 'uncomfortably', 'loud', 'hear']",1
11401,"['disappointed', 'bose', 'yet']",1
11416,"['happy', 'get', 'invitation', 'loved', 'half', 'price', 'mostly', 'use', 'news', 'podcasts', 'get', 'good', 'distance', 'home', 'wifi', 'work', 'think', 'handy', 'device', 'recommend']",1
11419,"['bought', 'switch', 'first', 'came', 'completed', 'zelda', 'breath', 'wild', 'eventually', 'super', 'mario', 'odyssey', 'never', 'picked', 'sold', 'missed', 'forever', 'due', 'fact', 'nintendo', 'decided', 'grace', 'u', 'impressive', 'game', 'library', 'date', 'ultimately', 'sell', 'switch', 'portability', 'take', 'wonderful', 'game', 'not', 'nintendo', 'name', 'offer', 'big', 'name', 'title', 'well', 'would', 'like', 'however', 'see', 'apps', 'within', 'store', 'along', 'classic', 'title', 'available', 'wii', 'wiiu', 'store', 'overall', 'never', 'go', 'wrong', 'investing', 'nintendo', 'product']",1
11447,"['easy', 'set', 'access', 'movie', 'apps', 'including', 'disney', 'includes', 'hdmi', 'cable', 'remote', 'quick', 'button', 'netflix', 'espn', 'hulu', 'sling', 'no', 'volume', 'control', 'remote']",1
11452,"['fall', 'time']",1
11462,"['connecting', 'speaker', 'immediately', 'disconnect']",1
11475,"['unpacked', 'unit', 'made', 'connection', 'powered', 'first', 'time', 'ran', 'window', 'initialization', 'gaming', 'took', 'time', 'download', 'first', 'game', 'dishonored', 'ran', 'beautifully', 'built', 'last', 'pc', 'kept', 'running', 'year', 'finally', 'gave', 'looking', 'building', 'new', 'one', 'system', 'seems', 'quite', 'lot', 'technology', 'memory', 'cpu', 'graphic', 'decent', 'price', 'similar', 'system', 'dell', 'hp', 'others', 'seemed', 'higher', 'equipment', 'always', 'issue', 'last', 'pc', 'overheating', 'one', 'keep', 'nice', 'cool', 'make', 'small', 'amount', 'noise', 'thought', 'circle', 'light', 'would', 'distracting', 'unless', 'directly', 'front', 'like', 'way', 'look', 'like', 'working', 'away', 'light', 'spin', 'remote', 'included', 'change', 'lighting', 'pattern', 'color', 'turn', 'whole', 'happy', 'purchase', 'month', 'no', 'issue', 'report']",1
11483,"['expect', 'much', 'still', 'somehow', 'disappointed', 'end', 'st', 'month', 'super', 'slow', 'overheating', 'randomly', 'shutting', 'clearly', 'bad', 'processor', 'worse', 'laptop', 'well', 'sized', 'sturdy', 'mean', 'no', 'money', 'went', 'anything', 'else', 'choose', 'rather', 'crappier', 'exterior', 'laptop', 'burn', 'hand', 'go', 'move', 'table', 'would', 'say', 'need', 'year', 'likely', 'last', 'even', 'long']",1
11490,"['work', 'great', 'love', 'need', 'separate', 'bridge', 'lock', 'otherwise', 'easy', 'setup', 'extremely', 'reliable', 'set', 'also', 'five', 'star', 'customer', 'service', 'small', 'setup', 'issue', 'resolved', 'simple', 'phone', 'call']",1
11504,"['bought', 'august', 'lock', 'worked', 'well', 'expected', 'easy', 'use', 'responsive', 'issue', 'informing', 'user', 'lock', 'properly', 'always', 'need', 'check', 'actually', 'locked', 'decided', 'buy', 'august', 'connect', 'control', 'lock', 'remotely', 'unfortunately', 'not', 'able', 'make', 'work', 'first', 'half', 'setup', 'worked', 'ie', 'joining', 'connect', 'wifi', 'last', 'component', 'failed', 'several', 'device', 'worked', 'seamlessly', 'first', 'installation', 'lutron', 'smart', 'bridge', 'switch', 'myq', 'garage', 'door', 'worked', 'no', 'issue', 'device', 'work', 'working', 'network', 'year', 'returning', 'device', 'wait', 'august', 'doorbell', 'give', 'try', 'work', 'great', 'combination', 'hope', 'get', 'act', 'together', 'two', 'month']",1
11508,"['wish', 'upload', 'picture', 'first', 'careful', 'opening', 'package', 'considering', 'look', 'like', 'package', 'open', 'already', 'not', 'going', 'attempt', 'opening', 'least', 'hour', 'let', 'know', 'way', 'upload', 'picture']",1
11518,"['funciona', 'sin', 'problemas', 'buenos', 'duracion', 'de', 'bateria', 'llego', 'ante', 'de', 'tiempo', 'en', 'excelente', 'estado']",1
11519,"['good', 'product', 'hoping', 'better', 'functionally', 'alexa', 'not', 'alexa', 'compatible', 'connect', 'alexa', 'device', 'like', 'kindle', 'phone', 'via', 'blue', 'tooth', 'however', 'anoying', 'manually', 'disconnect', 'one', 'blue', 'tooth', 'device', 'conect', 'another', 'one']",1
