,comment,stars
19129,"['misleading', 'fire', 'stick', 'give', 'free', 'cable', 'channel', 'free', 'movie', 'wanna', 'actually', 'watch', 'free', 'stuff', 'literally', 'go', 'hour', 'scrolling', 'find', 'free', 'pluto', 'tv', 'free', 'show', 'old', 'movie', 'show', 'old', 'well', 'definitely', 'not', 'thought', 'would', 'getting', 'basically', 'still', 'cable', 'advertise', 'get', 'rid', 'cable', 'tv', 'sending', 'back', 'getting', 'cable', 'back', 'would', 'buy', 'stick', 'still', 'show', 'amazon', 'cable', 'channel', 'like', 'already', 'paying', 'reason', 'get', 'local', 'channel', 'misleading', 'advertising', 'device', 'see', 'hundred', 'thousand', 'people', 'return', 'day', 'going', 'back', 'buyer', 'beware']",2
19140,"['year', 'since', 'last', 'update', 'amazon', 'really', 'great', 'replaced', 'unit', 'rd', 'time', 'really', 'happy', 'looked', 'box', 'said', 'refurbished', 'unit', 'figured', 'one', 'work', 'wrong', 'problem', 'maybe', 'turn', 'time', 'pull', 'power', 'work', 'properly', 'no', 'rhyme', 'reason', 'may', 'may', 'not', 'decide', 'work', 'may', 'come', 'scrambled', 'static', 'filled', 'screen', 'totally', 'blank', 'screen', 'home', 'not', 'available', 'message', 'popular', 'no', 'signal', 'roku', 'unit', 'work', 'fine', 'moved', 'fire', 'tv', 'stick', 'various', 'tv', 'house', 'cannot', 'believe', 'received', 'lemon', 'aggravation', 'messing', 'thing', 'every', 'time', 'want', 'watch', 'tv', 'buying', 'one', 'roku', 'relegating', 'fire', 'tv', 'stick', 'junk', 'pile']",2
19144,"['fire', 'tv', 'stick', 'lot', 'going', 'remote', 'sleek', 'intuitive', 'battery', 'last', 'forever', 'great', 'button', 'placement', 'excellent', 'voice', 'recognition', 'plethora', 'apps', 'available', 'honestly', 'use', 'hulu', 'dumb', 'tv', 'mounted', 'wall', 'neatly', 'integrated', 'needed', 'stream', 'hulu', 'fire', 'tv', 'setup', 'wifi', 'simple', 'connecting', 'hulu', 'netflix', 'amazon', 'apps']",2
19223,"['since', 'amazon', 'unveiled', 'ultrahd', 'music', 'service', 'would', 'think', 'would', 'flash', 'firestick', 'device', 'support', 'service', 'right', 'one', 'worst', 'ultra', 'hd', 'music', 'offering', 'available', 'offer', 'bit', 'perfect', 'playback', 'integrate', 'roon', 'application', 'hardware', 'limitation', 'maybe', 'time', 'spend', 'trillion', 'dollar', 'actually', 'create', 'firestick', 'also', 'incorporates', 'bit', 'khz', 'ultra', 'hd', 'music', 'capability', 'firestick', 'cd', 'quality', 'ok', 'not', 'enough', 'since', 'rate', 'amazonmusichd', 'service', 'anywhere', 'rate', 'also', 'star', 'could', 'star', 'amazon', 'actually', 'listened', 'feedback', 'getting']",2
19231,"['bought', 'one', 'fire', 'stick', 'upgraded', 'st', 'generation', 'love', 'new', 'feature', 'turn', 'tv', 'run', 'volume', 'well', 'month', 'fire', 'stick', 'started', 'rebooting', 'every', 'hour', 'frustrating', 'bought', 'another', 'one', 'thinking', 'first', 'may', 'bad', 'nope', 'soon', 'started', 'using', 'new', 'one', 'started', 'rebooting', 'well', 'tried', 'contacting', 'amazon', 'line', 'help', 'figure', 'let', 'say', 'trying', 'communicate', 'like', 'talking', 'freaking', 'wall', 'think', 'communication', 'took', 'hour', 'talked', 'different', 'people', 'useless', 'omg', 'pissed', 'still', 'no', 'resolution']",2
19239,"['even', 'though', 'remote', 'power', 'button', 'fire', 'stick', 'tv', 'stick', 'often', 'work', 'far', 'powering', 'physically', 'go', 'television', 'unplug', 'fire', 'stick', 'power', 'supply', 'plug', 'back', 'really', 'annoys', 'return', 'thrown', 'box', 'away', 'already', 'reason', 'bought', 'remote', 'previous', 'fire', 'stick', 'quit', 'working', 'next', 'day', 'power', 'outage', 'stick', 'dropped', 'wifi', 'connection', 'power', 'no', 'remote', 'no', 'way', 'reconnect', 'mention', 'remote', 'app', 'trouble', 'connecting', 'stick', 'remote', 'went', 'uninstalled', 'not', 'reinstalled', 'resort', 'app', 'control', 'stick', 'fire', 'stick', 'yr', 'old']",2
19295,"['paralyzed', 'neck', 'bought', 'hope', 'could', 'finally', 'change', 'channel', 'search', 'movie', 'television', 'show', 'start', 'end', 'use', 'dragon', 'naturallyspeaking', 'control', 'computer', 'write', 'document', 'recognizes', 'voice', 'pairing', 'uhd', 'fire', 'stick', 'echo', 'dot', 'recognizes', 'voice', 'time', 'getting', 'play', 'show', 'looking', 'work', 'time', 'smart', 'tv', 'no', 'real', 'reason', 'fire', 'stick', 'unless', 'want', 'become', 'overly', 'frustrated']",2
19314,"['already', 'firestick', 'decided', 'get', 'possible', 'upgrade', 'using', 'newer', 'one', 'since', 'older', 'standard', 'firestick', 'kept', 'overheating', 'well', 'seems', 'new', 'model', 'stick', 'faulty', 'incorrectly', 'advertising', 'picture', 'show', 'newer', 'remote', 'type', 'light', 'indicator', 'device', 'within', 'box', 'previous', 'version', 'stick', 'bit', 'false', 'advertising', 'faulty', 'product', 'hand', 'stated', 'previous', 'zero', 'problem', 'like', 'based', 'seeing', 'not', 'matter', 'overheating', 'like', 'standard', 'firestick', 'touching', 'not', 'note', 'obvious', 'temperature', 'beyond', 'normally', 'operates', 'however', 'within', 'today', 'watching', 'show', 'christmas', 'eve', 'home', 'restarted', 'separate', 'time', 'mid', 'show', 'not', 'sure', 'matter', 'getting', 'lemon', 'also', 'got', 'parent', 'new', 'firestick', 'different', 'issue', 'plus', 'remote', 'appears', 'older', 'version', 'without', 'led', 'indicator', 'remote', 'would', 'seem', 'amazon', 'surplus', 'previous', 'stick', 'stock', 'already', 'printed', 'newer', 'box', 'figured', 'no', 'one', 'would', 'notice', 'keep', 'acting', 'demand', 'replacement', 'shipped', 'something', 'ridiculous']",2
19320,"['third', 'party', 'apps', 'always', 'show', 'wireless', 'router', 'foot', 'away', 'connected', 'ghz', 'audio', 'constantly', 'sync', 'especially', 'use', 'pause', 'fast', 'forward', 'rewind', 'feature', 'tried', 'every', 'setting', 'combination', 'audio', 'display', 'nothing', 'worked', 'finally', 'gave', 'gadget', 'lover', 'like', 'try', 'everything', 'found', 'roku', 'reliable', 'cleaner', 'interface', 'no', 'work', 'roku', 'not', 'movie', 'fire', 'stick', 'free', 'gotta', 'careful', 'clicking', 'really', 'hope', 'engineer', 'looking', 'fixing', 'issue', 'soon', 'reading', 'several', 'forum', 'not', 'one', 'running', 'issue']",2
19322,"['since', 'amazon', 'advised', 'would', 'no', 'longer', 'support', 'streaming', 'current', 'dvr', 'device', 'purchased', 'using', 'amazon', 'special', 'coupon', 'product', 'arrived', 'quickly', 'easy', 'enough', 'install', 'attaching', 'fire', 'stick', 'tv', 'outlet', 'simplicity', 'end', 'remote', 'required', 'numerous', 'attempt', 'simply', 'get', 'battery', 'cover', 'tight', 'complete', 'hookup', 'noticed', 'process', 'stream', 'requires', 'use', 'directv', 'remote', 'alexa', 'remote', 'tv', 'remote', 'thought', 'something', 'wrong', 'tech', 'support', 'advised', 'unfortunately', 'way', 'stream', 'watch', 'amazon', 'back', 'multiple', 'remote', 'top', 'soundbar', 'confirmed', 'amazon', 'tech', 'support', 'correctly', 'configured', 'simply', 'work', 'firestick', 'offered', 'no', 'explanation', 'maybe', 'not', 'compatible', 'listed', 'setup', 'soundbar', 'not', 'plugged', 'tv', 'said', 'would', 'escalate', 'no', 'callback', 'date']",2
19334,"['purchased', 'firestick', 'april', 'started', 'problem', 'streaming', 'july', 'image', 'audio', 'would', 'freeze', 'every', 'minute', 'minute', 'unless', 'click', 'back', 'channel', 'thought', 'internet', 'service', 'say', 'anything', 'finally', 'husband', 'got', 'frustrated', 'hooked', 'roku', 'everything', 'worked', 'fine', 'tried', 'firestick', 'problem', 'returned', 'turned', 'firestick', 'not', 'internet', 'firestick', 'neat', 'idea', 'turn', 'tv', 'volume', 'change', 'channel', 'tv', 'one', 'remote', 'intermittent', 'service', 'sooo', 'annoying']",2
19351,"['wish', 'unit', 'like', 'nd', 'generation', 'fire', 'box', 'not', 'everyone', 'great', 'internet', 'provider', 'still', 'need', 'ability', 'hard', 'wire', 'unit', 'also', 'never', 'issue', 'fire', 'box', 'fire', 'stick', 'example', 'new', 'reason', 'stop', 'allowing', 'turn', 'remote', 'go', 'unit', 'unplug', 'power', 'order', 'get', 'power']",2
19360,"['quality', 'stream', 'good', 'hard', 'time', 'finding', 'watchlist', 'found', 'squeezed', 'part', 'screen', 'see', 'choice', 'get', 'feeling', 'forced', 'making', 'choice', 'amazon', 'want', 'not', 'want']",2
19377,"['astonishing', 'not', 'made', 'aware', 'purchasing', 'since', 'easy', 'peasy', 'great', 'feature', 'roku', 'pair', 'earpods', 'bluetooth', 'headphone', 'iphone', 'roku', 'app', 'boom', 'listen', 'whatever', 'playing', 'together', 'private', 'listening', 'mode', 'not', 'disturbing', 'neighbor', 'late', 'night', 'bamboozling', 'could', 'streaming', 'device', 'not', 'offer', 'feature', 'seriously', 'considering', 'return', 'deal', 'breaker', 'may', 'also', 'manage', 'pair', 'even', 'one', 'set', 'bluetooth', 'headphone', 'firestick', 'still', 'control', 'volume', 'least', 'without', 'jumping', 'numerous', 'hoop', 'download', 'download', 'ridiculous', 'unhappy']",2
19391,"['bought', 'specifically', 'stream', 'disney', 'smart', 'tv', 'native', 'app', 'offering', 'not', 'included', 'yet', 'fire', 'stick', 'worked', 'great', 'everything', 'else', 'including', 'netflix', 'etc', 'integrated', 'tv', 'well', 'thing', 'like', 'controlling', 'master', 'volume', 'sound', 'system', 'despite', 'multiple', 'attempt', 'get', 'disney', 'work', 'never', 'would', 'went', 'equivalent', 'roku', 'device', 'instead', 'work', 'perfectly']",2
19402,"['watch', 'ton', 'prime', 'video', 'acquiring', 'device', 'streaming', 'prime', 'bunch', 'say', 'entire', 'platform', 'least', 'device', 'absolute', 'garbage', 'despite', 'fact', 'paying', 'ad', 'free', 'entertainment', 'force', 'watch', 'ad', 'every', 'episode', 'content', 'couple', 'episode', 'stop', 'force', 'manually', 'tell', 'continue', 'streaming', 'cheapskate', 'manipulative', 'way', 'avoid', 'giving', 'high', 'quality', 'experience', 'expect', 'thoroughly', 'evil', 'company', 'like', 'amazon', 'pull', 'already', 'invested', 'get', 'roku', 'instead', 'still', 'might']",2
19407,"['bought', 'son', 'first', 'released', 'usually', 'know', 'better', 'birthday', 'coming', 'really', 'wanted', 'nd', 'generation', 'version', 'speech', 'control', 'initially', 'problem', 'consistent', 'connection', 'even', 'though', 'dual', 'redundant', 'gigabit', 'wi', 'fi', 'system', 'tv', 'xbox', 'not', 'problem', 'time', 'apparently', 'couple', 'update', 'said', 'issue', 'seemed', 'cured', 'part', 'however', 'said', 'apps', 'not', 'functioning', 'correctly', 'pretty', 'good', 'tech', 'research', 'frustrated', 'point', 'asked', 'found', 'google', 'recent', 'issue', 'said', 'urge', 'even', 'look', 'anymore', 'researching', 'apple', 'tv', 'possible', 'replacement']",2
19446,"['updated', 'october', 'done', 'product', 'work', 'fine', 'day', 'suddenly', 'connect', 'wifi', 'network', 'even', 'router', 'le', 'away', 'amazon', 'told', 'first', 'one', 'defective', 'sent', 'replacement', 'guess', 'issue', 'offered', 'another', 'replacement', 'seven', 'total', 'chat', 'customer', 'service', 'later', 'advice', 'anyone', 'reading', 'get', 'roku']",2
19453,"['bought', 'amazon', 'fire', 'tv', 'first', 'came', 'device', 'not', 'work', 'month', 'kept', 'getting', 'black', 'screen', 'customer', 'amazon', 'prime', 'year', 'echo', 'dot', 'kindles', 'amazon', 'music', 'hd', 'unlimited', 'subscription', 'make', 'plenty', 'purchase', 'bought', 'warranty', 'amazon', 'stick', 'customer', 'service', 'hold', 'minute', 'tried', 'troubleshoot', 'device', 'many', 'way', 'not', 'work', 'okay', 'send', 'another', 'stick', 'felt', 'like', 'placed', 'trial', 'sending', 'stick', 'back', 'amazon', 'wait', 'day', 'get', 'refund', 'stick', 'purchase', 'new', 'one', 'sent', 'new', 'stick', 'day', 'next', 'day', 'wait', 'receive', 'stick', 'could', 'charged', 'return', 'old', 'stick', 'within', 'day', 'buy', 'stick', 'buy', 'warranty', 'know', 'may', 'issue', 'considering', 'buying', 'roku', 'stick']",2
19454,"['bought', 'fire', 'tv', 'stick', 'back', 'already', 'started', 'malfunction', 'troubleshooting', 'even', 'putting', 'fresh', 'duracell', 'battery', 'decided', 'since', 'still', 'warranty', 'give', 'amazon', 'call', 'get', 'replacement', 'going', 'circle', 'rep', 'purchased', 'still', 'warranty', 'long', 'finally', 'tell', 'wait', 'sounded', 'like', 'warranty', 'wait', 'till', 'one', 'kick', 'left', 'malfunctioning', 'remote', 'two', 'warranty', 'clashing', 'still', 'cannot', 'get', 'replacement', 'till', 'one', 'drop', 'nice', 'going', 'amazon']",2
19456,"['disappointing', 'closed', 'captioning', 'not', 'available', 'ask', 'alexa', 'turn', 'closed', 'captioning', 'say', 'fire', 'tv', 'already', 'subscription', 'paid', 'channel', 'eg', 'britbox', 'way', 'load', 'app', 'fire', 'stick', 'pay', 'amazon', 'subscription', 'even', 'already', 'subscription', 'picture', 'dark', 'compared', 'roku', 'no', 'comparison', 'roku', 'offer', 'probably', 'time', 'apps', 'picture', 'quality', 'much', 'better', 'brighter', 'closed', 'caption', 'always', 'available']",2
19461,"['purchased', 'previous', 'fire', 'stick', 'version', 'fire', 'tv', 'satisfied', 'performance', 'however', 'hoping', 'version', 'would', 'much', 'needed', 'improvement', 'version', 'fast', 'no', 'lag', 'freezing', 'watching', 'show', 'problem', 'memory', 'internal', 'storage', 'capability', 'enough', 'slot', 'add', 'micro', 'sd', 'fire', 'tv', 'trying', 'load', 'game', 'app', 'informed', 'not', 'enough', 'storage', 'therefore', 'uninstall', 'apps', 'clear', 'cache', 'disappointing', 'would', 'not', 'recommend', 'product', 'storage', 'memory', 'added', 'sd', 'card', 'added', 'extra', 'storage']",2
19497,"['using', 'roku', 'ultra', 'premiere', 'year', 'bought', 'inexpensive', 'newer', 'technology', 'roku', 'ultra', 'app', 'really', 'wanted', 'try', 'also', 'kept', 'hearing', 'great', 'thing', 'etc', 'gave', 'shot', 'say', 'thrilled', 'interface', 'amazon', 'us', 'familiar', 'amazon', 'app', 'roku', 'plain', 'suck', 'compared', 'roku', 'interface', 'ok', 'work']",2
19524,"['originally', 'left', 'bad', 'review', 'first', 'bought', 'installed', 'fire', 'stick', 'get', 'disney', 'app', 'work', 'no', 'sound', 'picture', 'would', 'freeze', 'second', 'disney', 'taking', 'hdmi', 'extender', 'seemed', 'work', 'better', 'problem', 'fact', 'worked', 'good', 'bought', 'another', 'one', 'living', 'room', 'reason', 'giving', 'star', 'installing', 'another', 'fire', 'stick', 'living', 'room', 'tv', 'time', 'watch', 'something', 'keep', 'buffering', 'every', 'minute', 'make', 'sense', 'literally', 'foot', 'away', 'modem', 'could', 'understand', 'problem', 'another', 'room', 'modem', 'foot', 'way', 'laptop', 'phone', 'p', 'etc', 'problem']",2
19540,"['update', 'purchased', 'third', 'stick', 'battery', 'cover', 'remote', 'not', 'stay', 'tape', 'find', 'another', 'way', 'get', 'stay', 'place', 'otherwise', 'losing', 'battery', 'remote', 'setting', 'came', 'home', 'find', 'dog', 'playing', 'battery', 'one', 'day', 'thing', 'think', 'happened', 'remote', 'fell', 'floor', 'dog', 'jumped', 'sofa', 'bark', 'someone', 'door', 'fell', 'cover', 'like', 'usual', 'battery', 'popped', 'rolled', 'across', 'floor', 'got', 'dog', 'attention', 'got', 'playing', 'beware']",2
19547,"['work', 'stick', 'watching', 'video', 'service', 'long', 'dont', 'mind', 'random', 'audio', 'cut', 'out', 'changing', 'audio', 'setting', 'stereo', 'help', 'doesnt', 'permanently', 'solve', 'suck', 'stutter', 'jitter', 'trying', 'watch', 'video', 'gig', 'file', 'size', 'doesnt', 'matter', 'video', 'stick', 'via', 'medium', 'server', 'house', 'changing', 'video', 'player', 'doesnt', 'help', 'either', 'play', 'stop', 'start', 'stop', 'like', 'running', 'ram', 'horsepower', 'decode', 'simple', 'use', 'though', 'good', 'enough', 'kid', 'looking', 'something', 'bit', 'powerful', 'wife']",2
19553,"['no', 'testing', 'done', 'release', 'two', 'example', 'top', 'head', 'hd', 'tv', 'broadcast', 'u', 'use', 'format', 'nbc', 'cbs', 'use', 'fox', 'start', 'watching', 'broadcast', 'fire', 'tv', 'stick', 'screen', 'go', 'blank', 'even', 'bother', 'test', 'one', 'obvious', 'thing']",2
19577,"['actually', 'blame', 'fire', 'stick', 'first', 'tried', 'plugging', 'dvd', 'player', 'device', 'control', 'streaming', 'tv', 'option', 'moment', 'dvd', 'player', 'toast', 'tv', 'find', 'anymore', 'no', 'matter', 'hdmi', 'slot', 'use', 'tv', 'find', 'device', 'plugged', 'hdmi', 'slot', 'dvd', 'player', 'plugged', 'time', 'look', 'like', 'slot', 'player', 'fried', 'needle', 'say', 'one', 'unhappy', 'camper', 'device', 'work', 'plugged', 'directly', 'tv', 'issue', 'operation', 'stick', 'wish', 'destroyed', 'system']",2
19598,"['title', 'say', 'buy', 'quickly', 'find', 'gb', 'storage', 'reached', 'adding', 'apps', 'discover', 'f', 'force', 'amazon', 'apps', 'may', 'not', 'want', 'need', 'imdb', 'freetime', 'amazon', 'music', 'several', 'others', 'cannot', 'remove', 'apps', 'gb', 'storage', 'really', 'like', 'gb', 'add', 'netflix', 'spotify', 'pretty', 'much', 'reached', 'limit']",2
19599,"['bought', 'pretty', 'much', 'specifically', 'gateway', 'disney', 'guess', 'disney', 'app', 'known', 'issue', 'device', 'month', 'talking', 'support', 'admitted', 'ticket', 'issue', 'open', 'know', 'long', 'take', 'figured', 'also', 'lot', 'hit', 'miss', 'issue', 'apps', 'spectrum', 'authorization', 'suspect', 'fault', 'lie', 'disney', 'app', 'amazon', 'device', 'still', 'disney', 'goal', 'think', 'twice', 'got', 'firestick', 'ironically', 'version', 'seems', 'free', 'issue', 'whatever', 'reason']",2
19607,"['used', 'day', 'compared', 'roku', 'nothing', 'special', 'guess', 'cord', 'cutter', 'use', 'thing', 'not', 'supposed', 'may', 'good', 'box', 'experience', 'clunky', 'compared', 'roku', 'really', 'hate', 'not', 'vudu', 'app', 'fact', 'know', 'include', 'must', 'competition', 'thing', 'say', 'giving', 'amazon', 'plenty', 'business', 'would', 'like', 'use', 'vudu']",2
19612,"['thing', 'quite', 'poorly', 'implemented', 'stick', 'slow', 'go', 'sleep', 'way', 'soon', 'seem', 'way', 'change', 'software', 'not', 'pretty', 'much', 'suck', 'like', 'bunch', 'kid', 'straight', 'high', 'school', 'designed', 'thing', 'nobody', 'gave', 'damn', 'making', 'sure', 'actually', 'worked', 'well', 'working', 'work', 'fine', 'pause', 'play', 'usually', 'backup', 'bit', 'get', 'sound', 'sync', 'picture', 'also', 'lock', 'occasion', 'no', 'reason', 'overheats', 'easily', 'use', 'not', 'long', 'term', 'solution', 'streaming', 'internet', 'tv', 'not']",2
19620,"['start', 'verizon', 'fios', 'pushed', 'netgear', 'fire', 'stick', 'fire', 'tv', 'still', 'fire', 'tv', 'firestick', 'came', 'box', 'blazing', 'positioned', 'ft', 'router', 'week', 'stream', 'quality', 'decreased', 'tried', 'bedroom', 'tv', 'ft', 'away', 'quality', 'remained', 'tried', 'friend', 'tv', 'firetv', 'skipped', 'beat', 'normally', 'bedroom', 'ft', 'away', 'router', 'reset', 'deleted', 'cache', 'etc']",2
19647,"['high', 'hope', 'bought', 'work', 'well', 'work', 'really', 'fast', 'said', 'year', 'since', 'bought', 'constant', 'trouble', 'fire', 'tv', 'app', 'go', 'blank', 'freeze', 'remote', 'stop', 'responding', 'frequently', 'requires', 'restarts', 'plugging', 'unplugging', 'etc', 'much', 'trouble', 'liking', 'still', 'sticking', 'may', 'software', 'update', 'fix', 'make', 'better']",2
19668,"['disappointed', 'product', 'want', 'get', 'money', 'back', 'internet', 'connection', 'keep', 'failing', 'never', 'problem', 'watching', 'netflix', 'smart', 'tv', 'alone', 'got', 'fire', 'stick', 'amazon', 'video', 'app', 'say', 'large', 'selection', 'quality', 'streaming', 'app', 'cost', 'money', 'keep', 'stopping', 'middle', 'show', 'always', 'check', 'internet', 'working', 'even', 'say', 'connected', 'check', 'fire', 'stick', 'setting', 'great', 'service', 'understand', 'keep', 'failing', 'stream', 'stop', 'time', 'movie', 'restart', 'stick', 'frustrating', 'like', 'personal', 'family', 'picture', 'stream', 'screen', 'saver']",2
19671,"['expected', 'able', 'control', 'tv', 'using', 'device', 'sorely', 'disappoints', 'cannot', 'turn', 'tv', 'using', 'echo', 'device', 'need', 'powered', 'echo', 'respond', 'request', 'watch', 'anything', 'get', 'half', 'request', 'right', 'echo', 'alexa', 'respond', 'properly', 'released', 'fire', 'tv', 'cube', 'honestly', 'stick', 'not', 'returning', 'stick', 'christmas', 'gift', 'pay', 'anything', 'got', 'rid', 'box', 'item', 'still', 'regret', 'owning', 'point', 'pretty', 'useless', 'may', 'well', 'use', 'google', 'home', 'voice', 'control', 'phone', 'control', 'tv', 'functionality', 'tl', 'dr', 'expectation', 'high', 'integration', 'home', 'alexa', 'echo', 'system', 'disappointed', 'lack', 'functionality']",2
19678,"['initially', 'objection', 'way', 'interface', 'designed', 'ad', 'homepage', 'application', 'service', 'going', 'use', 'also', 'got', 'subscription', 'another', 'streaming', 'service', 'prime', 'noticed', 'not', 'content', 'available', 'firestick', 'v', 'try', 'access', 'service', 'appletv', 'save', 'certain', 'title', 'watch', 'list', 'want', 'show', 'available', 'listing', 'firestick', 'however', 'functionality', 'fine', 'standard', 'streaming', 'apps', 'separate', 'prime', 'kept', 'firestick', 'fine', 'last', 'month', 'every', 'video', 'taking', 'forever', 'load', 'especially', 'fast', 'forwarding', 'rewinding', 'unit', 'sporadically', 'reboot', 'without', 'prompting', 'constant', 'audio', 'video', 'sync', 'issue', 'sometimes', 'entire', 'interface', 'become', 'discolored', 'even', 'homepage', 'affecting', 'multiple', 'apps', 'reboot', 'unit', 'multiple', 'time', 'per', 'day']",2
19686,"['tried', 'tired', 'paying', 'satellite', 'company', 'channel', 'never', 'watched', 'work', 'well', 'day', 'two', 'sometimes', 'even', 'day', 'turn', 'tv', 'get', 'blue', 'screen', 'message', 'no', 'signal', 'order', 'disconnect', 'power', 'fire', 'stick', 'move', 'entertainment', 'center', 'wall', 'access', 'back', 'tv', 'option', 'trip', 'circuit', 'breaker', 'reset', 'everything', 'circuit', 'computer', 'phone', 'wireless', 'device', 'work', 'fine', 'fire', 'stick', 'got', 'something', 'work', 'better']",2
19698,"['fire', 'tv', 'stick', 'work', 'apps', 'amazon', 'provides', 'prime', 'video', 'work', 'spectrum', 'app', 'apparently', 'longstanding', 'issue', 'spectrum', 'app', 'amazon', 'problem', 'not', 'spectrum', 'discovered', 'figured', 'finally', 'download', 'third', 'party', 'app', 'tried', 'use', 'many', 'spectrum', 'app', 'review', 'indicating', 'issue', 'would', 'not', 'purchased', 'stick', 'known', 'no', 'way', 'knowing', 'purchased', 'stick', 'sale', 'incredibly', 'frustrating', 'thing', 'use', 'prime', 'video', 'decide', 'purchase', 'streaming', 'service', 'otherwise', 'waste', 'said', 'also', 'waste', 'set', 'use', 'alexa', 'using', 'amazon', 'prime', 'video', 'waste', 'way', 'around', 'also', 'add', 'previous', 'dvd', 'player', 'used', 'amazon', 'prime', 'video', 'past', 'no', 'longer', 'supported', 'amazon', 'prime', 'forced', 'buy', 'streaming', 'stick', 'frustrating']",2
19719,"['second', 'fire', 'stick', 'returned', 'first', 'one', 'quit', 'completely', 'reordered', 'another', 'unit', 'within', 'week', 'quit', 'show', 'called', 'customer', 'service', 'fortunate', 'reach', 'knowledgible', 'person', 'told', 'u', 'unplug', 'power', 'supply', 'minute', 'retry', 'worked', 'u', 'unit', 'continued', 'stop', 'working', 'several', 'time', 'half', 'time', 'requires', 'u', 'go', 'password', 'procedure', 'get', 'going', 'unplugging', 'reset', 'good', 'news', 'amazon', 'technician', 'made', 'change', 'tv', 'remotely', 'appears', 'tp', 'solved', 'problem']",2
19745,"['power', 'cycle', 'fire', 'tv', 'stick', 'get', 'play', 'one', 'episode', 'amazon', 'show', 'carnival', 'row', 'show', 'played', 'fine', 'via', 'amazon', 'app', 'smart', 'tv']",2
19750,"['device', 'android', 'phone', 'apple', 'tv', 'laptop', 'fire', 'tv', 'stick', 'one', 'reason', 'support', 'show', 'netflix', 'app', 'search', 'unavailable', 'app', 'store', 'find', 'one', 'movie', 'netflix', 'broadcast', 'open', 'app', 'way', 'watch', 'button', 'discover', 'netflix', 'unavailable', 'believe', 'case', 'since', 'netflix', 'covered', 'country', 'depending', 'network', 'country', 'connected', 'show', 'specific', 'country', 'content', 'unavailable', 'pretty', 'new']",2
19752,"['bought', 'fire', 'stick', 'one', 'year', 'ago', 'worked', 'great', 'one', 'year', 'anniversary', 'started', 'receiving', 'notification', 'not', 'connected', 'internet', 'wifi', 'internet', 'connection', 'cycling', 'connected', 'wifi', 'internet', 'disconnected', 'cycle', 'every', 'minute', 'day', 'long', 'un', 'plugged', 'router', 'fire', 'tv', 'device', 'still', 'logged', 'modem', 'watch', 'fire', 'stick', 'appear', 'disappear', 'list', 'connected', 'device', 'everything', 'else', 'list', 'stay', 'solid', 'nothing', 'changed', 'tv', 'location', 'router', 'router', 'location', 'house', 'added', 'anything', 'new', 'wifi', 'connected', 'list', 'would', 'buy', 'another', 'one', 'right', 'knew', 'sure', 'one', 'went', 'bad', 'really', 'love', 'thing', 'providing']",2
19760,"['worked', 'great', 'recently', 'begun', 'rebooting', 'randomly', 'start', 'occurring', 'addition', 'fire', 'tv', 'recast', 'not', 'sure', 'two', 'related', 'tried', 'better', 'power', 'brick', 'reading', 'helped', 'people', 'make', 'difference', 'auto', 'reboot', 'issue', 'started', 'occurring', 'already', 'finding', 'needed', 'reboot', 'regularly', 'anyway', 'audio', 'would', 'become', 'sync', 'time', 'new', 'youtube', 'app', 'given', 'recent', 'purchase', 'recast', 'tied', 'platform', 'hopefully', 'get', 'exchange', 'wait', 'good', 'deal', 'another', 'one']",2
19769,"['got', 'item', 'exited', 'integration', 'echo', 'device', 'dream', 'laziness', 'whole', 'blanket', 'would', 'finally', 'come', 'life', 'well', 'setup', 'tedious', 'remote', 'app', 'quite', 'work', 'reason', 'keyboard', 'fails', 'able', 'type', 'remotely', 'alexa', 'integration', 'practically', 'non', 'functional', 'customer', 'service', 'experience', 'outright', 'laughable', 'example', 'decaying', 'customer', 'obsession', 'tenant', 'characterized', 'amazon', 'first', 'joined', 'tried', 'going', 'different', 'forum', 'knowledge', 'base', 'see', 'wrong', 'compatibility', 'check', 'pass', 'tcl', 'tv', 'use', 'remote', 'control', 'tv', 'use', 'alexa', 'remote', 'find', 'device', 'however', 'try', 'using', 'echo', 'device', 'alexa', 'fail', 'find', 'device', 'fail', 'communicate', 'hub', 'try', 'controlling', 'volume', 'alexa', 'app', 'get', 'glitchy', 'experience', 'finally', 'errs', 'saying', 'device', 'reached', 'overall', 'waste', 'time']",2
19774,"['hearing', 'good', 'review', 'family', 'friend', 'purchased', 'amazon', 'fire', 'tv', 'stick', 'xmas', 'excited', 'try', 'first', 'time', 'unfortunately', 'could', 'not', 'get', 'back', 'cover', 'open', 'install', 'battery', 'made', 'several', 'attempt', 'week', 'fearing', 'would', 'damage', 'product', 'contacted', 'amazon', 'assistance', 'well', 'several', 'call', 'back', 'forth', 'email', 'not', 'resolved', 'finally', 'gave', 'returned', 'item', 'never', 'chance', 'try', 'product', 'like', 'say', 'everything', 'happens', 'reason', 'maybe', 'product', 'thought', 'would', 'hype', 'stick', 'costly', 'cable', 'service']",2
