,review,stars
19239,"['even', 'though', 'remote', 'power', 'button', 'fire', 'stick', 'tv', 'stick', 'often', 'NOT_work', 'far', 'powering', 'physically', 'go', 'television', 'unplug', 'fire', 'stick', 'power', 'supply', 'plug', 'back', 'really', 'annoys', 'id', 'return', 'NOT_thrown', 'box', 'away', 'already', 'reason', 'bought', 'remote', 'previous', 'fire', 'stick', 'quit', 'working', 'next', 'day', 'power', 'outage', 'stick', 'dropped', 'wifi', 'connection', 'power', 'NOT_remote', 'NOT_way', 'reconnect', 'mention', 'remote', 'app', 'trouble', 'connecting', 'stick', 'remote', 'went', 'uninstalled', 'NOT_reinstalled', 'NOT_have', 'resort', 'app', 'control', 'stick', 'fire', 'stick', 'yr', 'old']",2
19295,"['paralyzed', 'neck', 'bought', 'hope', 'could', 'finally', 'change', 'channel', 'search', 'movie', 'television', 'show', 'start', 'end', 'use', 'dragon', 'naturallyspeaking', 'control', 'computer', 'write', 'document', 'recognizes', 'voice', 'pairing', 'uhd', 'fire', 'stick', 'echo', 'dot', 'recognizes', 'voice', 'time', 'getting', 'play', 'show', 'im', 'looking', 'work', 'time', 'smart', 'tv', 'NOT_real', 'reason', 'fire', 'stick', 'unless', 'want', 'become', 'overly', 'frustrated']",2
19314,"['already', 'firestick', 'decided', 'get', 'possible', 'upgrade', 'using', 'newer', 'one', 'since', 'older', 'standard', 'firestick', 'kept', 'overheating', 'well', 'seems', 'new', 'model', 'stick', 'faulty', 'incorrectly', 'advertising', 'picture', 'show', 'newer', 'remote', 'type', 'light', 'indicator', 'device', 'within', 'box', 'previous', 'version', 'stick', 'bit', 'false', 'advertising', 'faulty', 'product', 'hand', 'stated', 'previous', 'zero', 'problem', 'like', 'based', 'im', 'seeing', 'NOT_matter', 'overheating', 'like', 'standard', 'firestick', 'touching', 'NOT_note', 'obvious', 'temperature', 'beyond', 'normally', 'operates', 'however', 'within', 'today', 'watching', 'show', 'christmas', 'eve', 'home', 'restarted', 'separate', 'time', 'mid', 'show', 'im', 'NOT_sure', 'matter', 'getting', 'lemon', 'also', 'got', 'parent', 'new', 'firestick', 'different', 'issue', 'plus', 'remote', 'appears', 'older', 'version', 'without', 'led', 'indicator', 'remote', 'would', 'seem', 'amazon', 'surplus', 'previous', 'stick', 'stock', 'already', 'printed', 'newer', 'box', 'figured', 'NOT_one', 'would', 'notice', 'keep', 'acting', 'ill', 'demand', 'replacement', 'shipped', 'something', 'ridiculous']",2
19320,"['third', 'party', 'apps', 'NOT_always', 'show', 'wireless', 'router', 'foot', 'away', 'connected', 'ghz', 'audio', 'constantly', 'sync', 'especially', 'use', 'pause', 'fast', 'forward', 'rewind', 'feature', 'tried', 'every', 'setting', 'combination', 'audio', 'display', 'nothing', 'worked', 'finally', 'gave', 'im', 'gadget', 'lover', 'like', 'try', 'everything', 'found', 'roku', 'reliable', 'cleaner', 'interface', 'NOT_dont', 'work', 'roku', 'NOT_all', 'movie', 'fire', 'stick', 'free', 'gotta', 'careful', 'youre', 'clicking', 'really', 'hope', 'engineer', 'looking', 'fixing', 'issue', 'soon', 'reading', 'several', 'forum', 'im', 'NOT_the', 'one', 'running', 'issue']",2
19322,"['since', 'amazon', 'advised', 'would', 'NOT_longer', 'support', 'streaming', 'current', 'dvr', 'device', 'purchased', 'using', 'amazon', 'special', 'coupon', 'product', 'arrived', 'quickly', 'easy', 'enough', 'install', 'attaching', 'fire', 'stick', 'tv', 'outlet', 'thats', 'simplicity', 'end', 'remote', 'required', 'numerous', 'attempt', 'simply', 'get', 'battery', 'cover', 'tight', 'complete', 'hookup', 'noticed', 'process', 'stream', 'requires', 'use', 'directv', 'remote', 'alexa', 'remote', 'tv', 'remote', 'thought', 'something', 'wrong', 'tech', 'support', 'advised', 'unfortunately', 'way', 'stream', 'watch', 'amazon', 'back', 'multiple', 'remote', 'top', 'soundbar', 'confirmed', 'amazon', 'tech', 'support', 'correctly', 'configured', 'simply', 'NOT_work', 'firestick', 'offered', 'NOT_explanation', 'maybe', 'NOT_compatible', 'listed', 'setup', 'soundbar', 'NOT_plugged', 'tv', 'said', 'would', 'escalate', 'NOT_callback', 'date']",2
19334,"['purchased', 'firestick', 'april', 'started', 'problem', 'streaming', 'july', 'image', 'audio', 'would', 'freeze', 'every', 'minute', 'minute', 'unless', 'click', 'back', 'channel', 'thought', 'internet', 'service', 'NOT_say', 'anything', 'finally', 'husband', 'got', 'frustrated', 'hooked', 'roku', 'everything', 'worked', 'fine', 'tried', 'firestick', 'problem', 'returned', 'turned', 'firestick', 'NOT_my', 'internet', 'firestick', 'neat', 'idea', 'turn', 'tv', 'volume', 'change', 'channel', 'tv', 'one', 'remote', 'intermittent', 'service', 'sooo', 'annoying']",2
19351,"['wish', 'unit', 'like', 'nd', 'generation', 'fire', 'box', 'NOT_everyone', 'great', 'internet', 'provider', 'still', 'need', 'ability', 'hard', 'wire', 'unit', 'also', 'never', 'issue', 'fire', 'box', 'fire', 'stick', 'example', 'ive', 'new', 'k', 'reason', 'stop', 'allowing', 'turn', 'remote', 'go', 'unit', 'unplug', 'power', 'order', 'get', 'power']",2
19360,"['quality', 'stream', 'good', 'hard', 'time', 'finding', 'watchlist', 'found', 'squeezed', 'part', 'screen', 'NOT_see', 'choice', 'get', 'feeling', 'im', 'forced', 'making', 'choice', 'amazon', 'want', 'NOT_what', 'want']",2
19377,"['astonishing', 'NOT_made', 'aware', 'purchasing', 'since', 'easy', 'peasy', 'great', 'feature', 'roku', 'pair', 'earpods', 'bluetooth', 'headphone', 'iphone', 'roku', 'app', 'boom', 'listen', 'whatever', 'playing', 'together', 'private', 'listening', 'mode', 'NOT_disturbing', 'neighbor', 'late', 'night', 'bamboozling', 'could', 'streaming', 'device', 'NOT_offer', 'feature', 'seriously', 'considering', 'return', 'deal', 'breaker', 'may', 'also', 'manage', 'pair', 'even', 'one', 'set', 'bluetooth', 'headphone', 'firestick', 'still', 'NOT_control', 'volume', 'least', 'without', 'jumping', 'numerous', 'hoop', 'download', 'download', 'ridiculous', 'unhappy']",2
19391,"['bought', 'specifically', 'stream', 'disney', 'smart', 'tv', 'native', 'app', 'offering', 'NOT_included', 'yet', 'fire', 'stick', 'worked', 'great', 'everything', 'else', 'including', 'netflix', 'etc', 'integrated', 'tv', 'well', 'thing', 'like', 'controlling', 'master', 'volume', 'sound', 'system', 'despite', 'multiple', 'attempt', 'get', 'disney', 'work', 'never', 'would', 'went', 'equivalent', 'roku', 'device', 'instead', 'work', 'perfectly']",2
19402,"['NOT_watch', 'ton', 'prime', 'video', 'acquiring', 'device', 'ive', 'streaming', 'prime', 'bunch', 'say', 'entire', 'platform', 'least', 'device', 'absolute', 'garbage', 'despite', 'fact', 'youre', 'paying', 'ad', 'free', 'entertainment', 'force', 'watch', 'ad', 'every', 'episode', 'content', 'couple', 'episode', 'stop', 'force', 'manually', 'tell', 'continue', 'streaming', 'cheapskate', 'manipulative', 'way', 'avoid', 'giving', 'high', 'quality', 'experience', 'youd', 'expect', 'thoroughly', 'evil', 'company', 'like', 'amazon', 'pull', 'NOT_already', 'invested', 'id', 'get', 'roku', 'instead', 'still', 'might']",2
19407,"['bought', 'son', 'first', 'released', 'usually', 'know', 'better', 'birthday', 'coming', 'really', 'wanted', 'nd', 'generation', 'version', 'speech', 'control', 'initially', 'problem', 'consistent', 'connection', 'even', 'though', 'dual', 'redundant', 'gigabit', 'wi', 'fi', 'system', 'tv', 'xbox', 'NOT_having', 'problem', 'time', 'apparently', 'couple', 'update', 'said', 'issue', 'seemed', 'cured', 'part', 'however', 'said', 'apps', 'NOT_functioning', 'correctly', 'he', 'pretty', 'good', 'tech', 'research', 'he', 'frustrated', 'point', 'asked', 'found', 'google', 'recent', 'issue', 'said', 'NOT_have', 'urge', 'even', 'look', 'anymore', 'researching', 'apple', 'tv', 'possible', 'replacement']",2
19446,"['updated', 'october', 'done', 'product', 'work', 'fine', 'day', 'suddenly', 'NOT_connect', 'wifi', 'network', 'even', 'router', 'le', 'away', 'amazon', 'told', 'first', 'one', 'defective', 'sent', 'replacement', 'guess', 'issue', 'theyve', 'offered', 'another', 'replacement', 'seven', 'total', 'chat', 'customer', 'service', 'later', 'advice', 'anyone', 'reading', 'get', 'roku']",2
19453,"['bought', 'amazon', 'fire', 'tv', 'first', 'came', 'device', 'NOT_work', 'month', 'kept', 'getting', 'black', 'screen', 'ive', 'customer', 'amazon', 'prime', 'year', 'echo', 'dot', 'kindles', 'amazon', 'music', 'hd', 'unlimited', 'subscription', 'make', 'plenty', 'purchase', 'bought', 'warranty', 'amazon', 'stick', 'customer', 'service', 'hold', 'minute', 'tried', 'troubleshoot', 'device', 'many', 'way', 'NOT_work', 'okay', 'NOT_they', 'send', 'another', 'stick', 'felt', 'like', 'placed', 'trial', 'sending', 'stick', 'back', 'amazon', 'wait', 'day', 'get', 'refund', 'stick', 'purchase', 'new', 'one', 'sent', 'new', 'stick', 'day', 'next', 'day', 'wait', 'receive', 'stick', 'could', 'charged', 'NOT_return', 'old', 'stick', 'within', 'day', 'buy', 'stick', 'buy', 'warranty', 'know', 'may', 'issue', 'considering', 'buying', 'roku', 'stick']",2
19454,"['bought', 'fire', 'tv', 'stick', 'back', 'already', 'started', 'malfunction', 'troubleshooting', 'even', 'putting', 'fresh', 'duracell', 'battery', 'decided', 'since', 'still', 'warranty', 'give', 'amazon', 'call', 'get', 'replacement', 'going', 'circle', 'rep', 'purchased', 'still', 'warranty', 'long', 'finally', 'tell', 'wait', 'sounded', 'like', 'warranty', 'wait', 'till', 'one', 'kick', 'left', 'malfunctioning', 'remote', 'two', 'warranty', 'clashing', 'still', 'cannot', 'get', 'replacement', 'till', 'one', 'drop', 'nice', 'going', 'amazon']",2
19456,"['disappointing', 'closed', 'captioning', 'NOT_available', 'ask', 'alexa', 'turn', 'closed', 'captioning', 'say', 'NOT_do', 'fire', 'tv', 'already', 'subscription', 'paid', 'channel', 'eg', 'britbox', 'way', 'load', 'app', 'fire', 'stick', 'pay', 'amazon', 'subscription', 'even', 'already', 'subscription', 'picture', 'dark', 'compared', 'roku', 'NOT_comparison', 'roku', 'offer', 'probably', 'time', 'apps', 'picture', 'quality', 'much', 'better', 'brighter', 'closed', 'caption', 'always', 'available']",2
19461,"['purchased', 'previous', 'fire', 'stick', 'version', 'fire', 'tv', 'satisfied', 'performance', 'however', 'hoping', 'version', 'would', 'much', 'needed', 'improvement', 'version', 'fast', 'NOT_lag', 'freezing', 'watching', 'show', 'problem', 'memory', 'internal', 'storage', 'capability', 'NOT_enough', 'slot', 'add', 'micro', 'sd', 'fire', 'tv', 'trying', 'load', 'game', 'app', 'informed', 'NOT_have', 'enough', 'storage', 'therefore', 'uninstall', 'apps', 'clear', 'cache', 'disappointing', 'would', 'NOT_recommend', 'product', 'storage', 'memory', 'added', 'sd', 'card', 'added', 'extra', 'storage']",2
19497,"['using', 'roku', 'ultra', 'premiere', 'year', 'bought', 'inexpensive', 'newer', 'technology', 'roku', 'ultra', 'app', 'really', 'wanted', 'try', 'also', 'kept', 'hearing', 'great', 'thing', 'etc', 'gave', 'shot', 'NOT_say', 'im', 'thrilled', 'interface', 'amazon', 'us', 'im', 'familiar', 'amazon', 'app', 'roku', 'plain', 'suck', 'compared', 'roku', 'interface', 'ok', 'work']",2
19524,"['originally', 'left', 'bad', 'review', 'first', 'bought', 'installed', 'fire', 'stick', 'NOT_get', 'disney', 'app', 'work', 'NOT_sound', 'picture', 'would', 'freeze', 'second', 'disney', 'taking', 'hdmi', 'extender', 'seemed', 'work', 'better', 'NOT_had', 'problem', 'fact', 'worked', 'good', 'bought', 'another', 'one', 'living', 'room', 'reason', 'giving', 'star', 'installing', 'another', 'fire', 'stick', 'living', 'room', 'tv', 'time', 'watch', 'something', 'keep', 'buffering', 'every', 'minute', 'NOT_make', 'sense', 'literally', 'foot', 'away', 'modem', 'could', 'understand', 'problem', 'another', 'room', 'modem', 'foot', 'way', 'laptop', 'phone', 'p', 'etc', 'NOT_have', 'problem']",2
19540,"['update', 'purchased', 'third', 'stick', 'battery', 'cover', 'remote', 'NOT_stay', 'tape', 'find', 'another', 'way', 'get', 'stay', 'place', 'otherwise', 'losing', 'battery', 'remote', 'setting', 'came', 'home', 'find', 'dog', 'playing', 'battery', 'one', 'day', 'thing', 'think', 'happened', 'remote', 'fell', 'floor', 'dog', 'jumped', 'sofa', 'bark', 'someone', 'door', 'fell', 'cover', 'like', 'usual', 'battery', 'popped', 'rolled', 'across', 'floor', 'got', 'dog', 'attention', 'got', 'playing', 'beware']",2
19547,"['work', 'stick', 'watching', 'video', 'service', 'long', 'NOT_mind', 'random', 'audio', 'cut', 'out', 'changing', 'audio', 'setting', 'stereo', 'help', 'NOT_permanently', 'solve', 'suck', 'stutter', 'jitter', 'trying', 'watch', 'video', 'gig', 'file', 'size', 'NOT_matter', 'video', 'stick', 'via', 'medium', 'server', 'house', 'changing', 'video', 'player', 'NOT_help', 'either', 'play', 'stop', 'start', 'stop', 'like', 'running', 'ram', 'horsepower', 'decode', 'simple', 'use', 'though', 'good', 'enough', 'kid', 'ill', 'looking', 'something', 'bit', 'powerful', 'wife']",2
19553,"['NOT_testing', 'done', 'release', 'two', 'example', 'top', 'head', 'hd', 'tv', 'broadcast', 'u', 'use', 'format', 'nbc', 'cbs', 'use', 'fox', 'start', 'watching', 'broadcast', 'fire', 'tv', 'stick', 'screen', 'go', 'blank', 'NOT_even', 'bother', 'test', 'one', 'obvious', 'thing']",2
19577,"['NOT_actually', 'blame', 'fire', 'stick', 'first', 'tried', 'plugging', 'dvd', 'player', 'device', 'control', 'streaming', 'tv', 'option', 'moment', 'dvd', 'player', 'toast', 'tv', 'NOT_find', 'anymore', 'NOT_matter', 'hdmi', 'slot', 'use', 'tv', 'NOT_find', 'device', 'plugged', 'hdmi', 'slot', 'dvd', 'player', 'plugged', 'time', 'look', 'like', 'slot', 'player', 'fried', 'needle', 'say', 'im', 'one', 'unhappy', 'camper', 'device', 'work', 'plugged', 'directly', 'tv', 'NOT_have', 'issue', 'operation', 'stick', 'wish', 'NOT_destroyed', 'system', 'thats']",2
19598,"['title', 'say', 'buy', 'quickly', 'find', 'gb', 'storage', 'reached', 'adding', 'apps', 'discover', 'f', 'force', 'amazon', 'apps', 'may', 'NOT_want', 'need', 'imdb', 'freetime', 'amazon', 'music', 'several', 'others', 'cannot', 'remove', 'apps', 'gb', 'storage', 'really', 'like', 'gb', 'add', 'netflix', 'spotify', 'pretty', 'much', 'reached', 'limit']",2
19599,"['bought', 'pretty', 'much', 'specifically', 'gateway', 'disney', 'guess', 'disney', 'app', 'known', 'issue', 'device', 'month', 'talking', 'support', 'admitted', 'ticket', 'issue', 'open', 'know', 'long', 'take', 'NOT_figured', 'also', 'lot', 'hit', 'miss', 'issue', 'apps', 'spectrum', 'authorization', 'suspect', 'fault', 'lie', 'disney', 'app', 'amazon', 'device', 'still', 'disney', 'goal', 'id', 'think', 'twice', 'got', 'firestick', 'ironically', 'version', 'seems', 'free', 'issue', 'whatever', 'reason']",2
19607,"['used', 'day', 'compared', 'roku', 'nothing', 'special', 'guess', 'cord', 'cutter', 'use', 'thing', 'NOT_supposed', 'may', 'good', 'box', 'experience', 'clunky', 'compared', 'roku', 'really', 'hate', 'NOT_have', 'vudu', 'app', 'fact', 'NOT_know', 'NOT_include', 'must', 'competition', 'thing', 'say', 'giving', 'amazon', 'plenty', 'business', 'would', 'like', 'use', 'vudu']",2
19612,"['thing', 'quite', 'poorly', 'implemented', 'stick', 'slow', 'go', 'sleep', 'way', 'soon', 'NOT_seem', 'way', 'change', 'software', 'NOT_all', 'pretty', 'much', 'suck', 'like', 'bunch', 'kid', 'straight', 'high', 'school', 'designed', 'thing', 'nobody', 'gave', 'damn', 'making', 'sure', 'actually', 'worked', 'well', 'working', 'work', 'fine', 'pause', 'play', 'usually', 'backup', 'bit', 'get', 'sound', 'sync', 'picture', 'also', 'lock', 'occasion', 'NOT_reason', 'overheats', 'easily', 'ill', 'use', 'NOT_long', 'term', 'solution', 'streaming', 'internet', 'tv', 'NOT_at']",2
19620,"['start', 'verizon', 'fios', 'pushed', 'netgear', 'fire', 'stick', 'fire', 'tv', 'still', 'fire', 'tv', 'firestick', 'came', 'box', 'blazing', 'positioned', 'ft', 'router', 'week', 'stream', 'quality', 'decreased', 'tried', 'bedroom', 'tv', 'ft', 'away', 'quality', 'remained', 'tried', 'friend', 'tv', 'firetv', 'NOT_skipped', 'beat', 'normally', 'bedroom', 'ft', 'away', 'router', 'reset', 'deleted', 'cache', 'etc']",2
19647,"['high', 'hope', 'bought', 'work', 'well', 'work', 'really', 'fast', 'said', 'year', 'since', 'bought', 'ive', 'constant', 'trouble', 'fire', 'tv', 'app', 'go', 'blank', 'freeze', 'remote', 'stop', 'responding', 'frequently', 'requires', 'restarts', 'plugging', 'unplugging', 'etc', 'much', 'trouble', 'liking', 'im', 'still', 'sticking', 'may', 'software', 'update', 'fix', 'make', 'better']",2
19668,"['disappointed', 'product', 'want', 'get', 'money', 'back', 'internet', 'connection', 'keep', 'failing', 'never', 'problem', 'watching', 'netflix', 'smart', 'tv', 'alone', 'got', 'fire', 'stick', 'amazon', 'video', 'app', 'say', 'large', 'selection', 'quality', 'streaming', 'app', 'cost', 'money', 'keep', 'stopping', 'middle', 'show', 'always', 'check', 'internet', 'working', 'even', 'say', 'connected', 'check', 'fire', 'stick', 'setting', 'great', 'service', 'NOT_understand', 'keep', 'failing', 'stream', 'stop', 'time', 'movie', 'restart', 'stick', 'frustrating', 'like', 'personal', 'family', 'picture', 'stream', 'screen', 'saver']",2
19671,"['expected', 'able', 'control', 'tv', 'using', 'device', 'sorely', 'disappoints', 'cannot', 'turn', 'tv', 'using', 'echo', 'device', 'need', 'powered', 'echo', 'respond', 'request', 'watch', 'anything', 'get', 'half', 'request', 'right', 'echo', 'alexa', 'respond', 'properly', 'theyve', 'released', 'fire', 'tv', 'cube', 'honestly', 'stick', 'im', 'NOT_returning', 'stick', 'christmas', 'gift', 'NOT_pay', 'anything', 'got', 'rid', 'box', 'item', 'still', 'regret', 'owning', 'point', 'pretty', 'useless', 'may', 'well', 'use', 'google', 'home', 'voice', 'control', 'phone', 'control', 'tv', 'functionality', 'tl', 'dr', 'expectation', 'high', 'integration', 'home', 'alexa', 'echo', 'system', 'disappointed', 'lack', 'functionality']",2
19678,"['initially', 'objection', 'way', 'interface', 'designed', 'ad', 'homepage', 'application', 'service', 'NOT_going', 'use', 'also', 'got', 'subscription', 'another', 'streaming', 'service', 'prime', 'noticed', 'NOT_all', 'content', 'available', 'firestick', 'v', 'try', 'access', 'service', 'appletv', 'save', 'certain', 'title', 'watch', 'list', 'want', 'show', 'available', 'listing', 'firestick', 'however', 'functionality', 'fine', 'standard', 'streaming', 'apps', 'separate', 'prime', 'kept', 'firestick', 'fine', 'last', 'month', 'every', 'video', 'taking', 'forever', 'load', 'especially', 'fast', 'forwarding', 'rewinding', 'unit', 'sporadically', 'reboot', 'without', 'prompting', 'constant', 'audio', 'video', 'sync', 'issue', 'sometimes', 'entire', 'interface', 'become', 'discolored', 'even', 'homepage', 'affecting', 'multiple', 'apps', 'reboot', 'unit', 'multiple', 'time', 'per', 'day']",2
19686,"['tried', 'tired', 'paying', 'satellite', 'company', 'channel', 'never', 'watched', 'work', 'well', 'day', 'two', 'sometimes', 'even', 'day', 'turn', 'tv', 'get', 'blue', 'screen', 'message', 'NOT_signal', 'order', 'disconnect', 'power', 'fire', 'stick', 'move', 'entertainment', 'center', 'wall', 'access', 'back', 'tv', 'option', 'trip', 'circuit', 'breaker', 'reset', 'everything', 'circuit', 'computer', 'phone', 'wireless', 'device', 'work', 'fine', 'fire', 'stick', 'there', 'got', 'something', 'work', 'better']",2
19698,"['fire', 'tv', 'stick', 'work', 'apps', 'amazon', 'provides', 'prime', 'video', 'NOT_work', 'spectrum', 'app', 'apparently', 'longstanding', 'issue', 'spectrum', 'app', 'amazon', 'problem', 'NOT_spectrum', 'discovered', 'figured', 'finally', 'download', 'third', 'party', 'app', 'tried', 'use', 'many', 'spectrum', 'app', 'review', 'indicating', 'issue', 'would', 'NOT_have', 'purchased', 'stick', 'known', 'NOT_way', 'knowing', 'purchased', 'stick', 'sale', 'incredibly', 'frustrating', 'thing', 'use', 'prime', 'video', 'decide', 'purchase', 'streaming', 'service', 'otherwise', 'waste', 'said', 'also', 'waste', 'set', 'use', 'alexa', 'ill', 'using', 'amazon', 'prime', 'video', 'waste', 'way', 'around', 'also', 'add', 'previous', 'dvd', 'player', 'used', 'amazon', 'prime', 'video', 'past', 'NOT_longer', 'supported', 'amazon', 'prime', 'forced', 'buy', 'streaming', 'stick', 'frustrating']",2
19719,"['second', 'fire', 'stick', 'returned', 'first', 'one', 'quit', 'completely', 'reordered', 'another', 'unit', 'within', 'week', 'quit', 'show', 'called', 'customer', 'service', 'fortunate', 'reach', 'knowledgible', 'person', 'told', 'u', 'unplug', 'power', 'supply', 'minute', 'retry', 'worked', 'u', 'unit', 'continued', 'stop', 'working', 'several', 'time', 'half', 'time', 'requires', 'u', 'go', 'password', 'procedure', 'get', 'going', 'unplugging', 'reset', 'good', 'news', 'amazon', 'technician', 'made', 'change', 'tv', 'remotely', 'appears', 'tp', 'solved', 'problem']",2
19745,"['power', 'cycle', 'fire', 'tv', 'stick', 'get', 'play', 'one', 'episode', 'amazon', 'show', 'carnival', 'row', 'show', 'played', 'fine', 'via', 'amazon', 'app', 'smart', 'tv']",2
19750,"['device', 'android', 'phone', 'apple', 'tv', 'laptop', 'fire', 'tv', 'stick', 'one', 'reason', 'NOT_support', 'show', 'netflix', 'app', 'search', 'unavailable', 'app', 'store', 'find', 'one', 'movie', 'netflix', 'broadcast', 'open', 'app', 'way', 'watch', 'button', 'discover', 'netflix', 'unavailable', 'NOT_believe', 'case', 'since', 'netflix', 'covered', 'country', 'depending', 'network', 'country', 'connected', 'show', 'specific', 'country', 'content', 'unavailable', 'pretty', 'new']",2
19752,"['bought', 'fire', 'stick', 'one', 'year', 'ago', 'worked', 'great', 'one', 'year', 'anniversary', 'started', 'receiving', 'notification', 'NOT_connected', 'internet', 'wifi', 'internet', 'connection', 'cycling', 'connected', 'wifi', 'internet', 'disconnected', 'cycle', 'every', 'minute', 'day', 'long', 'un', 'plugged', 'router', 'fire', 'tv', 'device', 'still', 'logged', 'modem', 'watch', 'fire', 'stick', 'appear', 'disappear', 'list', 'connected', 'device', 'everything', 'else', 'list', 'stay', 'solid', 'nothing', 'changed', 'tv', 'location', 'router', 'router', 'location', 'house', 'NOT_added', 'anything', 'new', 'wifi', 'connected', 'list', 'would', 'buy', 'another', 'one', 'right', 'knew', 'sure', 'one', 'went', 'bad', 'really', 'love', 'thing', 'providing']",2
19760,"['worked', 'great', 'NOT_has', 'recently', 'begun', 'rebooting', 'randomly', 'NOT_start', 'occurring', 'addition', 'fire', 'tv', 'recast', 'NOT_sure', 'two', 'related', 'tried', 'better', 'power', 'brick', 'reading', 'helped', 'people', 'NOT_make', 'difference', 'auto', 'reboot', 'issue', 'started', 'occurring', 'already', 'finding', 'needed', 'reboot', 'regularly', 'anyway', 'audio', 'would', 'become', 'sync', 'time', 'new', 'youtube', 'app', 'given', 'recent', 'purchase', 'recast', 'tied', 'platform', 'hopefully', 'get', 'exchange', 'wait', 'good', 'deal', 'another', 'one']",2
19769,"['got', 'item', 'exited', 'integration', 'echo', 'device', 'dream', 'laziness', 'whole', 'blanket', 'would', 'finally', 'come', 'life', 'well', 'setup', 'tedious', 'remote', 'app', 'NOT_quite', 'work', 'reason', 'keyboard', 'fails', 'able', 'type', 'remotely', 'alexa', 'integration', 'practically', 'non', 'functional', 'customer', 'service', 'experience', 'outright', 'laughable', 'example', 'decaying', 'customer', 'obsession', 'tenant', 'characterized', 'amazon', 'first', 'joined', 'tried', 'going', 'different', 'forum', 'knowledge', 'base', 'see', 'wrong', 'compatibility', 'check', 'pass', 'tcl', 'tv', 'use', 'remote', 'control', 'tv', 'use', 'alexa', 'remote', 'find', 'device', 'however', 'try', 'using', 'echo', 'device', 'alexa', 'fail', 'find', 'device', 'fail', 'communicate', 'hub', 'try', 'controlling', 'volume', 'alexa', 'app', 'get', 'glitchy', 'experience', 'finally', 'errs', 'saying', 'device', 'NOT_be', 'reached', 'overall', 'waste', 'time']",2
19774,"['hearing', 'good', 'review', 'family', 'friend', 'purchased', 'amazon', 'fire', 'tv', 'stick', 'xmas', 'excited', 'try', 'first', 'time', 'unfortunately', 'could', 'NOT_get', 'back', 'cover', 'open', 'install', 'battery', 'made', 'several', 'attempt', 'week', 'fearing', 'would', 'damage', 'product', 'contacted', 'amazon', 'assistance', 'well', 'several', 'call', 'back', 'forth', 'email', 'NOT_resolved', 'finally', 'gave', 'returned', 'item', 'never', 'chance', 'try', 'product', 'like', 'say', 'everything', 'happens', 'reason', 'maybe', 'product', 'NOT_what', 'thought', 'would', 'hype', 'ill', 'stick', 'costly', 'cable', 'service']",2
19776,"['internet', 'connection', 'seems', 'average', 'NOT_as', 'good', 'using', 'computer', 'would', 'say', 'get', 'stuck', 'buffering', 'every', 'ten', 'minute', 'NOT_as', 'annoying', 'sound', 'problem', 'simply', 'NOT_work', 'disney', 'plus', 'one', 'main', 'thing', 'watch', 'day', 'seems', 'known', 'problem', 'go', 'help', 'screen', 'suggest', 'different', 'version', 'turn', 'turn', 'back']",2
19855,"['easy', 'setup', 'get', 'connected', 'downloaded', 'several', 'apps', 'use', 'happy', 'product', 'much', 'purchased', 'two', 'shortly', 'first', 'one', 'im', 'month', 'using', 'driving', 'crazy', 'randomly', 'reboots', 'watching', 'movie', 'tv', 'show', 'apps', 'without', 'warning', 'happening', 'three', 'stick', 'making', 'consider', 'looking', 'another', 'device', 'use', 'samsung', 'smart', 'tv', 'apps', 'installed', 'fire', 'stick', 'NOT_having', 'issue', 'know', 'NOT_my', 'wifi', 'internet', 'connection', 'fire', 'stick', 'le', 'helpful', 'issue', 'NOT_direct', 'support', 'contact', 'faq', 'site']",2
19862,"['second', 'device', 'first', 'became', 'non', 'functional', 'within', 'several', 'day', 'required', 'resetting', 'repairing', 'several', 'time', 'refused', 'turn', 'refused', 'recognize', 'remote', 'finally', 'refused', 'turn', 'seem', 'finding', 'pattern', 'beginning', 'replacement', 'device', 'well', 'amazon', 'tech', 'support', 'NOT_helpful', 'leading', 'repeated', 'step', 'id', 'already', 'taken', 'wanting', 'test', 'device', 'every', 'tv', 'house', 'despite', 'told', 'would', 'used', 'particular', 'set', 'finally', 'replaced', 'ive', 'said', 'think', 'im', 'beginning', 'see', 'pattern', 'new', 'device', 'well', 'consider', 'carefully']",2
19876,"['fantastic', 'streaming', 'stick', 'love', 'problem', 'tv', 'NOT_have', 'hdr', 'capability', 'programming', 'run', 'hdr', 'appear', 'washed', 'faded', 'turn', 'hdr', 'function', 'xbox', 'NOT_with', 'fire', 'stick', 'need', 'patch', 'update', 'allows', 'customer', 'deactivate', 'hdr', 'functionality', 'stick', 'keep', 'resolution']",2
