,review,stars
22473,"['spend', 'much', 'time', 'trying', 'login', 'email', 'password', 'watch', 'different', 'channel', 'get', 'frustrating', 'arthritis', 'bad', 'NOT_use', 'remote', 'get', 'correct', 'letter', 'typed', 'hoped', 'voice', 'remote', 'could', 'use', 'login', 'still', 'press', 'button', 'remote', 'pain', 'otherwise', 'love', 'device', 'selecting', 'show', 'want', 'watch', 'want', 'watch', 'speaking']",3
22480,"['location', 'setting', 'select', 'u', 'territory', 'fire', 'stick', 'show', 'prime', 'video', 'content', 'device', 'prime', 'video', 'app', 'NOT_if', 'select', 'actual', 'territory', 'outside', 'usa', 'fire', 'stick', 'NOT_show', 'prime', 'video', 'content', 'prime', 'video', 'app', 'prime', 'tv', 'choose', 'device', 'important', 'NOT_be', 'able', 'use', 'multiple', 'location', 'setting', 'type', 'device', 'im', 'disappointed', 'fire', 'stick', 'restricting', 'amazon', 'content', 'outside', 'u', 'device', 'NOT_issues', 'p', 'netflix', 'work', 'great', 'fire', 'stick']",3
22486,"['great', 'first', 'month', 'easy', 'set', 'voice', 'control', 'alexa', 'one', 'day', 'stopped', 'working', 'thought', 'may', 'usb', 'power', 'supply', 'tested', 'ok']",3
22498,"['got', 'replace', 'nd', 'generation', 'firestick', 'seems', 'stream', 'faster', 'keep', 'adjusting', 'surround', 'system', 'change', 'program', 'program', 'come', 'stereo', 'speaker', 'NOT_the', 'surround', 'center', 'channel', 'pain', 'never', 'old', 'stick', 'maybe', 'amazon', 'fix', 'next', 'generation', 'maybe', 'software', 'update']",3
22501,"['remote', 'alexa', 'turn', 'tv', 'amp', 'vice', 'versa', 'NOT_get', 'two', 'sequence', 'also', 'NOT_play', 'television', 'dvr', 'two', 'tech', 'support', 'session', 'failed', 'help', 'resolve', 'able', 'get', 'disney', 'watch', 'mandalorian', 'fire', 'cube', 'NOT_even', 'let', 'sent', 'back', 'stick']",3
22534,"['love', 'fire', 'stick', 'get', 'watch', 'yes', 'there', 'NOT_stay', 'connected', 'wifi', 'selected', 'option', 'remember', 'wifi', 'password', 'reason', 'make', 'u', 'enter', 'numerous', 'time', 'saying', 'password', 'incorrect', 'password', 'never', 'changed', 'NOT_understand', 'needle', 'say', 'NOT_get', 'watch', 'often', 'like', 'get', 'irritating', 'alexa', 'great', 'help', 'love', 'remote', 'control', 'connected', 'tv', 'first', 'active', 'fire', 'stick']",3
22550,"['ended', 'purchasing', 'fire', 'tv', 'stick', 'use', 'several', 'issue', 'buffering', 'low', 'resolution', 'picture', 'NOT_my', 'wifi', 'ethernet', 'adapter', 'attached', 'gb', 'service', 'switched', 'roku', 'ultra', 'problem', 'went', 'away', 'NOT_recommend', 'device', 'main', 'streaming', 'tv', 'kept', 'two', 'back', 'tv', 'NOT_get', 'used', 'lot']",3
22551,"['would', 'star', 'except', 'NOT_do', 'needed', 'NOT_be', 'problem', 'user', 'unlimited', 'bandwidth', 'rural', 'resident', 'getting', 'internet', 'via', 'satellite', 'bought', 'fire', 'stick', 'advertised', 'option', 'setting', 'low', 'resolution', 'conserve', 'metered', 'bandwidth', 'yes', 'option', 'restricting', 'bandwidth', 'lowest', 'setting', 'dpi', 'still', 'way', 'much', 'halfway', 'month', 'modest', 'streaming', 'used', 'allotment', 'NOT_working']",3
22573,"['restart', 'unit', 'three', 'time', 'week', 'quits', 'working', 'showing', 'apps', 'ive', 'downloaded', 'guess', 'worth', 'since', 'im', 'NOT_paying', 'directv', 'month', 'longer']",3
22586,"['brand', 'new', 'firestick', 'echo', 'mini', 'setup', 'transfer', 'sound', 'NOT_do', 'yes', 'volume', 'bought', 'google', 'stuff', 'heck', 'NOT_even', 'cast', 'phone', 'uggggh', 'update', 'got', 'working', 'day', 'someone', 'responded', 'question', 'helped', 'convoluted', 'unfriendly', 'setup', 'add', 'back', 'star']",3
22612,"['rating', 'purely', 'mine', 'constantly', 'crashing', 'apps', 'NOT_sure', 'going', 'since', 'previous', 'one', 'never', 'love', 'firestick', 'unfortunate', 'keep', 'crashing', 'slow']",3
22625,"['fire', 'stick', 'constantly', 'freeze', 'stream', 'att', 'tv', 'formerly', 'directv', 'change', 'show', 'resume', 'disruptive', 'NOT_have', 'problem', 'non', 'fire', 'stick', 'older', 'roku', 'stick', 'roku', 'ultra', 'NOT_have', 'issue', 'device', 'amazon', 'prime', 'content', 'work', 'great', 'samsung', 'tv', 'content', 'really', 'wanted', 'work', 'tried', 'patient', 'updating', 'month', 'im', 'going', 'roku', 'device', 'due', 'freezing', 'issue', 'part', 'roku', 'interface', 'easier', 'navigate']",3
22632,"['miss', 'able', 'toggle', 'channel', 'youre', 'watching', 'last', 'channel', 'viewed', 'NOT_realize', 'much', 'also', 'use', 'alexa', 'search', 'streaming', 'service', 'youtube', 'alexa', 'search', 'everywhere', 'knock', 'youtube', 'shes', 'searching', 'imdb', 'everywhere', 'else', 'show', 'want', 'log', 'back', 'youtube', 'stopped', 'using', 'feature', 'first', 'day']",3
22649,"['fire', 'stick', 'NOT_advertised', 'correctly', 'thought', 'would', 'get', 'channel', 'free', 'NOT_get', 'like', 'hallmark', 'channel', 'food', 'network', 'still', 'need', 'tv', 'provider', 'channel', 'frustrating', 'know', 'bought', 'fire', 'stick']",3
22655,"['overall', 'product', 'work', 'pretty', 'much', 'advertised', 'however', 'main', 'issue', 'espn', 'app', 'reason', 'uninstalled', 'every', 'single', 'time', 'turn', 'fire', 'tv', 'stick', 'therefore', 'install', 'app', 'well', 'download', 'update', 'every', 'time', 'want', 'see', 'whats', 'espn', 'fix', 'see', 'online', 'factory', 'reset', 'device', 'absolute', 'pain', 'get', 'set', 'logins', 'first', 'place']",3
22658,"['purchased', 'two', 'amazon', 'fire', 'stick', 'im', 'NOT_having', 'problem', 'also', 'bought', 'smart', 'tv', 'NOT_know', 'combination', 'three', 'one', 'drawn', 'internet', 'wi', 'fi', 'three', 'connected', 'well', 'smartthings', 'house', 'ethernet', 'wi', 'fi', 'dropped', 'significantly', 'NOT_say', 'firesticks', 'fault', 'NOT_say', 'tv', 'fault', 'NOT_know', 'internet', 'im', 'supposed', 'get', 'mbps', 'im', 'NOT_even', 'getting', 'close', 'half', 'everything', 'fine', 'got', 'three', 'item', 'smart', 'tv', 'two', 'fire', 'stick', 'NOT_know', 'go', 'checking', 'see', 'problem', 'like', 'said', 'individually', 'two', 'fire', 'stick', 'work', 'realize', 'rating', 'star', 'NOT_because', 'fire', 'stick', 'im', 'problem', 'im', 'NOT_sure', 'go', 'finding', 'whether', 'one', 'fire', 'stick', 'fire', 'stick', 'smart', 'tv', 'NOT_know']",3
22666,"['NOT_use', 'trust', 'alexa', 'NOT_rate', 'voice', 'recognition', 'youre', 'app', 'like', 'netflix', 'youtube', 'video', 'quality', 'quite', 'nice', 'get', 'tho', 'youre', 'bombarded', 'ad', 'might', 'switch', 'back', 'roku', 'annoys', 'much', 'also', 'NOT_like', 'fact', 'always', 'pulling', 'ad', 'tried', 'powering', 'thru', 'tv', 'usb', 'port', 'NOT_provide', 'enough', 'juice']",3
22667,"['bought', 'replacement', 'older', 'model', 'fire', 'stick', 'disappointed', 'still', 'done', 'nothing', 'make', 'easier', 'open', 'remote', 'first', 'time', 'insert', 'battery', 'indention', 'pressing', 'thumb', 'almost', 'non', 'existent', 'slick', 'nature', 'make', 'impossible', 'grip', 'push', 'cover', 'modern', 'age', 'technology', 'possible', 'engineer', 'thing', 'open', 'little', 'easier']",3
22668,"['bought', 'device', 'replace', 'satellite', 'service', 'cost', 'analysis', 'assume', 'NOT_going', 'replacing', 'equipment', 'every', 'month', 'unfortunately', 'replace', 'one', 'firesticks', 'within', 'month', 'purchasing', 'almost', 'positive', 'remote', 'issue', 'customer', 'service', 'NOT_very', 'helpful', 'complete', 'device', 'rather', 'remote', 'obviously', 'people', 'gonna', 'buy', 'device', 'easy', 'use', 'overall', 'firestick', 'provides', 'comparable', 'amount', 'entertainment', 'comparison', 'cable', 'satellite', 'seeing', 'device', 'properly', 'functioned', 'period', 'year', 'NOT_give', 'super', 'high', 'review', 'firestick', 'come', 'least', 'year', 'warranty']",3
22670,"['bought', 'casting', 'website', 'clearly', 'state', 'casting', 'update', 'setting', 'contacted', 'amazon', 'like', 'minute', 'hour', 'chat', 'call', 'yo', 'tell', 'NOT_do', 'yet', 'support', 'team', 'NOT_know', 'anything', 'website', 'lie', 'customer']",3
22676,"['streaming', 'excellent', 'variety', 'movie', 'station', 'join', 'im', 'never', 'sure', 'station', 'charged', 'firestick', 'NOT_make', 'clear', 'enjoy', 'easy', 'setup', 'worst', 'part', 'NOT_better', 'sony', 'bluray', 'player', 'since', 'type', 'entire', 'movie', 'want', 'prime', 'instead', 'speaking', 'search', 'box', 'firestick', 'type']",3
22677,"['fire', 'stick', 'great', 'remote', 'awful', 'keep', 'taking', 'battery', 'keep', 'remote', 'working', 'click', 'time', 'stop', 'working', 'take', 'battery', 'sync', 'remote', 'repeat', 'alexa', 'sometimes', 'activates', 'NOT_hear', 'guessed', 'take', 'battery', 'sync', 'repeat', 'yes', 'tried', 'new', 'battery', 'issue']",3
22679,"['purchased', 'one', 'ok', 'start', 'mine', 'hard', 'wired', 'directly', 'router', 'time', 'audio', 'go', 'disconnect', 'power', 'reset', 'also', 'loses', 'connection', 'router', 'many', 'time', 'keep', 'reconnecting', 'router', 'smart', 'tv', 'would', 'use', 'instead', 'fire', 'stick', 'however', 'aps', 'like', 'NOT_on', 'smart', 'tv', 'fire', 'stick']",3
22684,"['pretty', 'cool', 'feature', 'NOT_having', 'vudu', 'app', 'available', 'deal', 'breaker', 'voice', 'control', 'fun', 'first', 'ended', 'using', 'remote', 'voice', 'command', 'cuz', 'faster', 'accurate', 'id', 'tell', 'play', 'movie', 'title', 'would', 'open', 'music', 'player', 'app', 'instead', 'asked', 'pause', 'show', 'would', 'like', 'second', 'start', 'playing', 'NOT_mind', 'NOT_having', 'access', 'vudu', 'youll', 'probably', 'like', 'must']",3
22687,"['dislike', 'product', 'NOT_even', 'month', 'old', 'saying', 'low', 'storage', 'delete', 'apps', 'NOT_this', 'product', 'come', 'port', 'extra', 'storage']",3
22692,"['generally', 'love', 'thing', 'also', 'one', 'older', 'one', 'model', 'additional', 'button', 'volume', 'control', 'tv', 'power', 'button', 'little', 'upgrade', 'awesome', 'issue', 'sometimes', 'NOT_using', 'hour', 'itll', 'refuse', 'connect', 'internet', 'NOT_matter', 'many', 'time', 'enter', 'wifi', 'password', 'hit', 'wps', 'button', 'NOT_connect', 'first', 'thought', 'issue', 'internet', 'constantly', 'resetting', 'realized', 'device', 'connected', 'working', 'fine', 'say', 'NOT_connecting', 'mean', 'would', 'say', 'password', 'incorrect', 'wps', 'used', 'another', 'device', 'even', 'neither', 'thing', 'true', 'realized', 'firestick', 'constantly', 'needed', 'restarted', 'super', 'annoying', 'get', 'reset', 'properly', 'work', 'like', 'dream']",3
22693,"['NOT_all', 'told', 'yes', 'lot', 'channel', 'ask', 'cable', 'provider', 'information', 'apps', 'disappear', 'unsubscribe', 'cable', 'company', 'also', 'NOT_like', 'called', 'guide', 'apps', 'use', 'would', 'hard', 'try', 'find', 'program', 'advance', 'without', 'scrolling', 'countless', 'channel', 'trying', 'find', 'something', 'watch', 'positive', 'side', 'always', 'something', 'interest', 'cost', 'reasonable', 'rate', 'star', 'honest', 'NOT_used', 'much', 'holiday', 'may', 'surprised', 'fire', 'stick', 'might', 'like']",3
22727,"['biggest', 'issie', 'storage', 'terrible', 'every', 'time', 'go', 'use', 'say', 'storage', 'critically', 'low', 'say', 'remove', 'apps', 'apps', 'amazon', 'NOT_remove', 'NOT_way', 'add', 'storage', 'either']",3
22728,"['love', 'interface', 'video', 'quality', 'top', 'notch', 'one', 'frustrating', 'glitch', 'keep', 'glitch', 'alexa', 'least', 'twice', 'loud', 'tv', 'movie', 'volume', 'NOT_way', 'turn', 'alexas', 'voice', 'ive', 'forgotten', 'mute', 'volume', 'several', 'time', 'almost', 'blown', 'tv', 'speaker', 'frustrating', 'seems', 'like', 'simple', 'thing', 'fix', 'software', 'web', 'search', 'easy', 'see', 'im', 'NOT_alone']",3
22745,"['old', 'style', 'fire', 'tv', 'stick', 'parental', 'control', 'stop', 'kid', 'downloading', 'game', 'ordering', 'content', 'NOT_free', 'well', 'rating', 'setting', 'new', 'fire', 'tv', 'stick', 'NOT_even', 'allow', 'launch', 'already', 'owned', 'app', 'netflix', 'instance', 'without', 'entering', 'code', 'highly', 'annoying', 'since', 'NOT_want', 'kid', 'know', 'code', 'defeat', 'entire', 'purpose', 'parental', 'control']",3
22793,"['sorry', 'hub', 'device', 'tv', 'connected', 'NOT_responding', 'hub', 'speaks', 'fire', 'stick', 'NOT_responding', 'NOT_clue', 'everything', 'else', 'work', 'NOT_turn', 'tv', 'voice', 'despite', 'voice', 'control', 'major', 'advertised', 'function', 'unit', 'tried', 'multiple', 'dot', 'show', 'confirm', 'thats', 'problem', 'stick', 'overall', 'alexa', 'implementation', 'voice', 'control']",3
22804,"['NOT_any', 'better', 'nd', 'firestick', 'loved', 'unfortunately', 'died', 'NOT_say', 'could', 'turn', 'volume', 'better', 'picture', 'etc', 'etc', 'thing', 'worked', 'th', 'gen', 'would', 'great', 'NOT_its', 'nd', 'one', 'loved', 'said', 'allot', 'extra', 'button', 'NOT_do', 'thing', 'saved', 'extra', 'money', 'gone', 'older', 'version']",3
22810,"['stick', 'life', 'advertising', 'experienced', 'two', 'problem', 'many', 'attempt', 'get', 'sound', 'system', 'operate', 'stick', 'gave', 'stuck', 'weak', 'internal', 'sound', 'system', 'second', 'problem', 'navigation', 'system', 'enter', 'channel', 'service', 'like', 'hbo', 'starz', 'others', 'need', 'lot', 'transparent', 'guidamce', 'ended', 'spending', 'way', 'much', 'time', 'setting', 'customizing', 'overall', 'system', 'hour', 'passed', 'must', 'say', 'stick', 'work', 'well', 'prepared', 'installation', 'frustration', 'unrecovered', 'time', 'hour']",3
22811,"['apps', 'kept', 'going', 'shutting', 'much', 'research', 'figured', 'needed', 'adapter', 'voltage', 'purchased', 'adapter', 'amazon', 'eight', 'buck', 'everything', 'seems', 'fine', 'would', 'given', 'five', 'star', 'except', 'fact', 'NOT_give', 'adapter', 'enough', 'voltage', 'make', 'happen', 'second', 'fire', 'stick', 'bought', 'buying', 'second', 'adapter']",3
22823,"['voice', 'recognition', 'bummer', 'device', 'understands', 'said', 'even', 'search', 'crash', 'immediately', 'like', 'device', 'issue', 'fails', 'highlighted', 'feature']",3
22828,"['think', 'firestick', 'great', 'idea', 'continues', 'freeze', 'run', 'news', 'example', 'morning', 'news', 'NOT_play', 'evening', 'news', 'unless', 'reboot', 'firestick', 'also', 'cannot', 'download', 'apps', 'get', 'apps', 'amazon', 'account', 'computer', 'also', 'seems', 'issue', 'running', 'apps', 'even', 'though', 'already', 'subscription', 'channel', 'account']",3
22832,"['fire', 'tv', 'firestick', 'given', 'gift', 'found', 'NOT_needed', 'firestick', 'drawer', 'sincere', 'opinion', 'went', 'lot', 'trouble', 'control', 'folk', 'see', 'alexa', 'work', 'okay', 'much', 'time', 'consuming', 'download', 'apps', 'program', 'wish', 'use', 'understand', 'streaming', 'know', 'mostly', 'provide', 'competitive', 'service', 'without', 'cable', 'much', 'streaming', 'service', 'requires', 'payment', 'day', 'many', 'folk', 'finger', 'cookie', 'jar', 'comcast', 'customer', 'assumed', 'could', 'stream', 'cable', 'existing', 'router', 'fire', 'tv', 'let', 'see', 'comcast', 'network', 'NOT_others', 'per', 'app', 'choice', 'even', 'android', 'phone', 'old', 'tablet', 'allow', 'watch', 'full', 'comcast', 'lineup', 'including', 'local', 'programming', 'buy', 'digital', 'antenna', 'get', 'local', 'station', 'tv']",3
22839,"['actually', 'anyone', 'help', 'would', 'great', 'mostly', 'really', 'liking', 'fire', 'stick', 'ive', 'month', 'twice', 'though', 'turn', 'tv', 'instead', 'going', 'homepage', 'black', 'screen', 'say', 'fire', 'stick', 'become', 'white', 'screen', 'orange', 'amazon', 'arrow', 'logo', 'go', 'back', 'black', 'white', 'forth', 'never', 'go', 'homepage', 'get', 'stuck', 'cycle', 'NOT_idea', 'fix', 'first', 'time', 'fixed', 'minute', 'today', 'though', 'stuck', 'hour', 'NOT_way', 'troubleshoot', 'none', 'button', 'remote', 'anything', 'stage', 'im', 'little', 'frustrated']",3
22880,"['pro', 'sturdy', 'well', 'made']",3
22885,"['st', 'star', 'price', 'nd', 'stsr', 'simplicity', 'wide', 'mounting', 'plate']",3
22893,"['instruction', 'advise', 'spanning', 'three', 'stud', 'standard', 'center', 'attach', 'wall', 'bracket', 'three', 'stud', 'using', 'six', 'screw', 'however', 'NOT_center', 'hole', 'bracket', 'use', 'attach', 'center', 'stud', 'span', 'farthest', 'hole', 'NOT_latitude', 'move', 'bracket', 'slightly', 'left', 'right', 'align', 'hole', 'center', 'stud', 'thought', 'attaching', 'wall', 'bracket', 'two', 'outer', 'stud', 'apart', 'would', 'sufficient', 'however', 'wall', 'bracket', 'bow', 'away', 'wall', 'weight', 'tv', 'center', 'television', 'weighs', 'lb', 'maximum', 'weight', 'specified', 'wall', 'bracket', 'ibs', 'need', 'drill', 'hole', 'metal', 'bracket', 'attach', 'wall', 'center', 'stud']",3
22895,"['bought', 'mount', 'tv', 'living', 'room', 'mount', 'great', 'NOT_complaints', 'strap', 'bottom', 'used', 'release', 'mounting', 'arm', 'mount', 'wall', 'little', 'long', 'easily', 'cut', 'size', 'NOT_hang', 'tv', 'reason', 'give', 'star', 'level', 'included', 'mount', 'total', 'garbage', 'NOT_check', 'mounted', 'wall', 'tv', 'NOT_level', 'went', 'garage', 'got', 'level', 'remounted', 'mount', 'wall', 'everything', 'fine', 'even', 'took', 'included', 'level', 'put', 'mantel', 'course', 'level', 'showed', 'mantel', 'NOT_level', 'sure', 'use', 'level', 'buy', 'mount']",3
22913,"['pretty', 'good', 'mount', 'im', 'fan', 'mounting', 'dream', 'mount', 'one', 'worst', 'ive', 'used', 'brand', 'piece', 'well', 'built', 'sturdy', 'usual', 'le', 'hardware', 'included', 'box', 'im', 'assuming', 'meant', 'bigger', 'television', 'tough', 'find', 'bolt', 'fit', 'lg', 'installed', 'ended', 'use', 'two', 'spacers', 'along', 'longest', 'bolt', 'biggest', 'infuriating', 'disappointment', 'mount', 'tilt', 'feature', 'degree', 'pathetic', 'tilting', 'max', 'cause', 'hook', 'narrow', 'much', 'latch', 'rendering', 'security', 'latch', 'useless', 'obviously', 'product', 'design', 'flaw', 'nobody', 'seems', 'bothered', 'test']",3
22928,"['pro', 'sturdy', 'small', 'form', 'factor', 'tilt', 'advertised', 'pricecons', 'screw', 'short', 'loop', 'webbing', 'dangling', 'bottom', 'edge', 'tv', 'adjust', 'tilt', 'requires', 'allen', 'wrench', 'slender', 'arm']",3
22931,"['bracket', 'fine', 'lg', 'tv', 'went', 'together', 'easy', 'clear', 'instruction', 'pretty', 'flexible', 'enabled', 'pivot', 'tv', 'toward', 'viewing', 'area', 'complaint', 'hung', 'almost', 'NOT_room', 'make', 'connection', 'behind', 'tv', 'bottom', 'clip', 'NOT_grab', 'lot', 'force', 'wriggling', 'hand', 'back', 'get', 'thing', 'connected', 'bottom', 'clip', 'popped', 'loose', 'tv', 'swinging', 'top', 'bracket', 'bit', 'nerve', 'wracking', 'tv', 'never', 'fell', 'think', 'would', 'star', 'bracket', 'bottom', 'clip', 'stronger', 'little', 'room', 'swing', 'bottom', 'make', 'connection']",3
22947,"['certainly', 'get', 'job', 'done', 'bought', 'first', 'installed', 'tv', 'upstairs', 'loved', 'look', 'wanted', 'install', 'tv', 'downstairs', 'wall', 'well', 'purchased', 'second', 'mount', 'walmart', 'brand', 'onn', 'cost', 'le', 'better', 'range', 'motion', 'better', 'strap', 'remove', 'tv', 'mount', 'overall', 'would', 'bought', 'two', 'onn', 'mount', 'skipped', 'one']",3
22950,"['whatever', 'reason', 'thought', 'could', 'turn', 'tilt', 'every', 'angle', 'NOT_it', 'go', 'fine', 'would', 'nice', 'angle', 'right', 'u', 'im', 'NOT_taking', 'really', 'consideration', 'star', 'rating', 'though', 'fault', 'NOT_looking']",3
22965,"['first', 'nice', 'mount', 'reasonable', 'price', 'however', 'took', 'star', 'additional', 'hole', 'must', 'drilled', 'right', 'middle', 'mount', 'mounting', 'dream', 'logo', 'use', 'lag', 'bolt', 'since', 'used', 'inch', 'samsung', 'need', 'stud', 'seemed', 'right', 'however', 'would', 'nice', 'bracket', 'either', 'slightly', 'longer', 'pre', 'drilled', 'center', 'hole', 'see', 'photo', 'drilled', 'hole', 'mount', 'addition', 'mount', 'took', 'tv', 'like', 'green', 'grass']",3
22978,"['bought', 'wanted', 'span', 'two', 'stud', 'unlike', 'current', 'setup', 'fine', 'hardware', 'appreciate', 'instruction', 'easy', 'understand', 'tilting', 'model', 'attached', 'tv', 'idea', 'would', 'adjust', 'angle', 'see', 'look', 'like', 'probably', 'common', 'thought', 'could', 'NOT_reach', 'arm', 'even', 'wife', 'arm', 'behind', 'tv', 'limited', 'space', 'tighten', 'hex', 'screw', 'hold', 'angle', 'want', 'work', 'described']",3
22982,"['good', 'pull', 'string', 'release', 'lower', 'lock', 'love', 'mount', 'requires', 'get', 'pole', 'push', 'tab', 'release', 'bottom', 'bad', 'come', 'four', 'bolt', 'instead', 'six', 'youd', 'think', 'hold', 'pound', 'theyd', 'include', 'six', 'bolt', 'put', 'three', 'stud']",3
23004,"['level', 'NOT_use', 'also', 'NOT_measure', 'level', 'center', 'piece', 'found', 'mine', 'slightly', 'center', 'left', 'right', 'section', 'mount', 'go', 'also', 'release', 'string', 'short', 'NOT_be', 'big', 'deal', 'ring', 'something', 'grab', 'onto', 'put', 'two', 'zip', 'tie', 'side', 'easy', 'grabbing', 'needed', 'taped', 'behind', 'tv', 'NOT_hang']",3
23005,"['NOT_ideal', 'fire', 'place', 'mounting', 'bracket', 'NOT_wide', 'enough', 'make', 'fully', 'reach', 'beam', 'wall', 'fire', 'place', 'stud', 'difficulty', 'getting', 'bracket', 'best', 'screw', 'runner', 'piece', 'board', 'top', 'bottom', 'bolt', 'using', 'way', 'nail', 'secure', 'base', 'mounting', 'tilt', 'feature', 'nice', 'able', 'slide', 'left', 'right', 'center', 'also', 'helpful']",3
23037,"['definitely', 'sturdy', 'definitely', 'easy', 'use', 'great', 'cover', 'however', 'range', 'motion', 'tilting', 'forward', 'slightly', 'also', 'leaf', 'barely', 'room', 'cording', 'cable', 'management', 'behind', 'tv', 'two', 'regret', 'hard', 'review', 'product', 'great', 'NOT_need', 'motion', 'room', 'behind', 'tv', 'recommend', 'also', 'getting', 'monitor', 'shelf', 'use', 'cable', 'box', 'anything', 'NOT_be', 'room', 'anything']",3
23041,"['good', 'product', 'except', 'hard', 'level', 'wall', 'metal', 'bump', 'middle', 'back', 'preventing', 'placement', 'straight', 'edge', 'across', 'larger', 'tv', 'quarter', 'inch', 'difference', 'mounting', 'bolt', 'lead', 'big', 'tilt', 'product', 'flaw', 'led', 'u', 'remount', 'initial', 'try', 'threw', 'tv', 'nearly', 'one', 'side', 'even', 'guess', 'extrapolating', 'back', 'bad', 'lean', 'yuk']",3
23047,"['disappointing', 'unit', 'back', 'metal', 'plate', 'far', 'short', 'mount', 'tvsthe', 'tv', 'size', 'rating', 'stated', 'page', 'yet', 'wall', 'plate', 'short', 'use', 'plate', 'old', 'mount', 'narrower', 'temporary', 'solution', 'use', 'mount', 'tv', 'justify', 'getting', 'replacement', 'set', 'work', 'better', 'smaller', 'tv', 'thee', 'would', 'work', 'fine', 'using', 'tv']",3
23049,"['mount', 'built', 'well', 'far', 'tell', 'however', 'flaw', 'mounting', 'hardware', 'wall', 'bracket', 'drilling', 'concrete', 'come', 'concrete', 'anchor', 'inferior', 'traditional', 'tapcon', 'bolt', 'NOT_work', 'concrete', 'application', 'sheetrock', 'open', 'airspace', 'sheetrock', 'concrete', 'block', 'make', 'matter', 'difficult', 'drill', 'bit', 'required', 'install', 'product', 'concrete', 'wall', 'probably', 'available', 'town', 'made', 'bit', 'required', 'live', 'america', 'bit', 'hanging', 'around', 'house', 'applaud', 'definitely', 'built', 'school', 'remote', 'asian', 'village', 'place', 'imaging', 'could', 'acquired', 'one', 'dimension', 'bracket', 'hole', 'NOT_perfect', 'hitting', 'stud', 'furring', 'strip', 'side', 'typically', 'theyre', 'never', 'need', 'anyway', 'easy', 'fix', 'tapcon', 'bolt', 'pack', 'like', 'buck', 'try', 'getting', 'least', 'one', 'side', 'furring', 'strip', 'NOT_cut', 'small', 'piece', 'sheetrock', 'hole', 'going', 'go', 'epoxy', 'small', 'piece', 'concrete', 'mark', 'hole', 'small', 'piece', 'wood', 'youd', 'epoxied', 'wall', 'drill', 'wood', 'wood', 'bit', 'change', 'concrete', 'bit', 'finish', 'hole', 'mount', 'tapcons', 'hang', 'aunt', 'myrtle', 'mount', 'tilt', 'feature', 'NOT_used', 'application', 'NOT_comment', 'look', 'rudimentary']",3
23066,"['bought', 'install', 'new', 'samsung', 'tv', 'wall', 'stud', 'make', 'sure', 'install', 'stud', 'else', 'may', 'cause', 'damage', 'wall', 'installed', 'free', 'stud', 'finder', 'application', 'samsung', 'phone', 'worked', 'great', 'material', 'look', 'good', 'tilted', 'little', 'bit', 'used', 'bracket', 'back', 'adjust', 'viewing', 'angle', 'look', 'perfect', 'wish', 'space', 'back', 'adjust', 'cable', 'add', 'remove', 'device', 'whenever', 'need']",3
23067,"['got', 'bracket', 'inch', 'television', 'maximum', 'size', 'recommended', 'bracket', 'bracket', 'feel', 'bit', 'lightweight', 'size', 'television', 'holding', 'pro', 'bracket', 'could', 'find', 'two', 'critical', 'feature', 'spot', 'putting', 'namely', 'hole', 'center', 'wall', 'socket', 'sticking', 'wall', 'screw', 'hole', 'middle', 'top', 'bottom', 'stud', 'running', 'middle', 'fireplace', 'next', 'stud', 'either', 'side', 'inch', 'away', 'able', 'mount', 'bracket', 'bolting', 'stud', 'middle', 'top', 'bottom', 'balancing', 'prevent', 'tilting', 'using', 'toggle', 'bolt', 'drywall', 'left', 'right', 'side', 'con', 'mounting', 'little', 'space', 'behind', 'television', 'work', 'NOT_see', 'back', 'NOT_reach', 'back', 'got', 'tv', 'plugged', 'wall', 'mounting', 'nothing', 'else', 'going', 'fit', 'fortunately', 'NOT_need', 'power', 'connection', 'one', 'hdmi', 'cable', 'pretty', 'limiting', 'NOT_to', 'able', 'work', 'behind', 'television']",3
23069,"['want', 'catch', 'stud', 'outlet', 'wall', 'hardest', 'thing', 'narrow', 'widthwise', 'mount', 'making', 'sure', 'theyll', 'NOT_interference', 'took', 'minute', 'triple', 'check', 'everything', 'left', 'right', 'drilling', 'hole', 'stud', 'NOT_expect', 'mount', 'centered', 'tv', 'mine', 'shifted', 'center']",3
23073,"['ive', 'installed', 'several', 'mount', 'like', 'say', 'one', 'ok', 'could', 'issue', 'particular', 'tv', 'seems', 'like', 'others', 'would', 'issue', 'bought', 'tcl', 'roku', 'tv', 'costco', 'vesa', 'mount', 'lower', 'back', 'tv', 'cause', 'release', 'strap', 'hang', 'way', 'bottom', 'tv', 'NOT_recommended', 'solution', 'case', 'suppose', 'tape', 'bottom', 'tv', 'hide', 'away', 'also', 'agree', 'tilt', 'cannot', 'set', 'mounting', 'adjustment', 'screw', 'impossible', 'reach', 'tv', 'mounted', 'wall', 'way', 'instruction', 'manual', 'diagram', 'make', 'look', 'like', 'wall', 'NOT_even', 'able', 'adjust', 'screw', 'best', 'leave', 'slightly', 'loose', 'tilt', 'tv', 'mounted', 'full', 'degree']",3
