,review,prediction
6938,"['loved', 'good', 'quality', 'like', 'expected']",3
6978,"['easy', 'install', 'work', 'great', 'nice', 'come', 'home', 'grocery', 'door', 'unlocks', 'automatically']",3
6989,"['like', 'firestick', 'looking', 'forward', 'amazon', 'working', 'agreement', 'youtube', 'tv', 'get', 'local', 'channel', 'live', 'right', 'lacking', 'nbc', 'using', 'air', 'antenna', 'fill', 'gap', 'video', 'audio', 'quality', 'excellent', 'navigating', 'many', 'choice', 'amazon', 'prime', 'netflix', 'philo', 'youtube', 'tv', 'took', 'little', 'get', 'used', 'available', 'content', 'almost', 'overwhelming', 'moving', 'world', 'viewing', 'based', 'set', 'schedule', 'former', 'cable', 'company', 'world', 'watch', 'want', 'want', 'took', 'little', 'getting', 'used', 'higher', 'level', 'freedom', 'like']",3
6999,['awesome'],3
7010,"['wish', 'camera', 'easy', 'use', 'functionality', 'tripod', 'excellent', 'many', 'feature', 'get', 'angle', 'balance', 'need']",3
7021,"['easy', 'apply', 'look', 'clear', 'pretty', 'luv']",3
7034,"['buen', 'costo', 'buen', 'poducto']",3
7089,"['llego', 'danado', 'en', 'cuanto', 'lo', 'conecte', 'no', 'funciono']",3
7091,"['habia', 'comprado', 'el', 'juego', 'en', 'preventa', 'llego', 'el', 'dia', 'estipulado', 'sin', 'ninguna', 'complicacion']",3
7188,"['length', 'needed']",3
7198,"['use', 'product', 'keep', 'eye', 'dog', 'not', 'home']",3
7288,"['kool', 'headphone', 'great', 'quality', 'built', 'would', 'recommend', 'newage']",3
7335,"['fast', 'shipping', 'one', 'day', 'buying']",3
7345,"['good', 'quality', 'cheap', 'price']",3
7443,"['excelente', 'consola', 'llego', 'sin', 'problema', 'sano', 'salvo', 'enviado', 'comprado', 'en', 'amazon', 'mexico']",3
7469,"['screen', 'protector', 'easy', 'install', 'look', 'great', 'function', 'well', 'side', 'expectation', 'thought', 'protector', 'would', 'cover', 'entire', 'front', 'phone', 'screen', 'covered', 'satisfied', 'product', 'however', 'tempered', 'glass', 'shield', 'screen', 'debris', 'scratch', 'precisely', 'supposed', 'buy', 'product', 'need', 'fourth', 'screen', 'protector', 'iphone', 'come', 'pack', 'three']",3
7492,"['ordinateur', 'gamer', 'produit', 'pa', 'trop', 'bruyant']",3
7547,"['product', 'amazing', 'live', 'ground', 'floor', 'unit', 'apartment', 'complex', 'unit', 'sits', 'get', 'good', 'reception', 'antenna', 'decided', 'try', 'one', 'review', 'good', 'going', 'get', 'hope', 'given', 'experience', 'previous', 'antenna', 'easy', 'setup', 'scanned', 'channel', 'way', 'channel', 'picture', 'come', 'clear', 'cut', 'happy', 'one', 'highly', 'recommend', 'product']",3
7550,"['not', 'really', 'much', 'say', 'good', 'game', 'love', 'new', 'character', 'good', 'graphic', 'control']",3
7556,"['quality', 'sound', 'even', 'beach']",3
7595,"['paper', 'feel', 'thick', 'great', 'product']",3
7609,"['glad', 'bought']",3
7690,"['easy', 'install', 'easy', 'lighting', 'control', 'alexa', 'enabled', 'group', 'exterior', 'light', 'different', 'side', 'home']",3
7731,"['possible', 'best', 'got', 'better', 'owning', 'sometime', 'thinking', 'best', 'come', 'exceeded', 'sound', 'quality', 'not', 'much', 'usability', 'air', 'bud', 'made', 'better', 'ability', 'know', 'touch', 'sensor', 'capability', 'made', 'best', 'airbuds', 'better', 'smaller', 'charging', 'case', 'plus', 'carry', 'easily', 'pocket', 'believe', 'no', 'equal', 'owned', 'several', 'airbuds', 'costing', 'twice', 'much', 'cannot', 'match', 'sound', 'performance', 'pricing', 'best', 'value', 'airbuds', 'market', 'mastering', 'touch', 'control', 'parked', 'star', 'review', 'claim', 'sound', 'quality', 'poor', 'not', 'believe', 'bass', 'incredible', 'like', 'mic', 'good', 'extremely', 'satisfied', 'not', 'sure', 'tozo', 'make', 'better', 'airbud', 'sure', 'try']",3
7755,"['nice', 'cord', 'not', 'durable', 'already', 'replace', 'lose', 'connection', 'part', 'plug', 'phone', 'not', 'hard', 'cable', 'normal', 'use', 'phone', 'plugged']",3
7757,"['best', 'little', 'speaker', 'ever']",3
7762,"['much', 'say', 'paper', 'bright', 'feed', 'read', 'printed', 'material']",3
7851,"['need', 'bottom', 'end', 'could', 'said', 'comparing', 'beat', 'tried', 'many', 'no', 'one', 'could', 'beet', 'beat', 'work', 'flawlessly', 'devise', 'great', 'sound', 'hear', 'mower', 'volume', 'set', 'half']",3
7860,"['reason', 'put', 'start', 'integration', 'explain', 'well', 'certain', 'item', 'would', 'think', 'one', 'main', 'focus', 'would', 'show', 'idea', 'integrate', 'item', 'around', 'house', 'also', 'not', 'compatible', 'adt', 'version', 'doorbell', 'camera']",3
7888,"['noise', 'cancellation', 'not', 'best', 'size', 'compatibility', 'iphone', 'flawless']",3
7918,"['good', 'easy', 'use', 'product', 'need', 'increased', 'height']",3
7930,"['work', 'well', 'original', 'wire', 'got', 'p']",3
7984,"['great', 'thick', 'quality', 'feel', 'replaced', 'two', 'older', 'different', 'cable', 'giving', 'problem', 'low', 'cost', 'cable', 'solved', 'problem']",3
7994,"['love', 'great', 'sound']",3
8051,"['not', 'buy', 'hammer', 'mill', 'copy', 'paper', 'unless', 'care', 'cheap', 'bought', 'case', 'paper', 'get', 'stuck', 'copy', 'roll', 'come', 'not', 'bright', 'white', 'contrary', 'thought', 'toner', 'photocopy', 'leaking', 'paper', 'grey', 'turn', 'paper', 'roll', 'come', 'printer', 'copier', 'spill', 'floor', 'horrible', 'paper', 'waste', 'money']",3
8086,"['like', 'tv', 'mount', 'low', 'profile', 'smaller', 'living', 'room', 'want', 'huge', 'bulky', 'tv', 'mount', 'sticking', 'far', 'wall', 'mount', 'minimal', 'easy', 'install', 'easy', 'take', 'tv', 'mount', 'put', 'back', 'good', 'quality', 'price']",3
8127,"['first', 'arrived', 'friday', 'supposed', 'come', 'following', 'monday', 'happy', 'surprise', 'spent', 'time', 'routing', 'cable', 'un', 'hooking', 'old', 'rig', 'super', 'nervous', 'review', 'youtube', 'video', 'pleasantly', 'surprised', 'got', 'internals', 'pretty', 'top', 'notch', 'computer', 'booted', 'first', 'try', 'zero', 'problem', 'zero', 'loose', 'wire', 'essential', 'driver', 'already', 'done', 'write', 'exact', 'rig', 'looking', 'buy', 'im', 'alt', 'tabed', 'red', 'dead', 'redemption', 'ultra', 'max', 'setting', 'dont', 'even', 'make', 'rig', 'flinch', 'get', 'son']",3
8131,"['easy', 'install', 'setup', 'app', 'easy', 'work', 'great']",3
8180,"['pair', 'bose', 'noise', 'canceling', 'headphone', 'wired', 'wanted', 'bluetooth', 'pair', 'noise', 'canceling', 'headphone', 'want', 'spend', 'another', 'noise', 'canceling', 'headphone', 'initial', 'charging', 'gave', 'hour', 'long', 'test', 'run', 'sound', 'quality', 'good', 'bose', 'headphone', 'noise', 'canceling', 'mode', 'audio', 'played', 'virtually', 'no', 'outside', 'noise', 'heard', 'cowins', 'noise', 'canceling', 'mode', 'no', 'audio', 'playing', 'hear', 'outside', 'sound', 'started', 'audio', 'heard', 'no', 'outside', 'noise', 'pair', 'headphone', 'great', 'job', 'comfortable', 'no', 'sore', 'ear', 'minute', 'continuous', 'wear', 'would', 'given', 'rating', 'could', 'bose', 'better', 'still', 'cowin', 'cost', 'great', 'inexpensive', 'alternative', 'person', 'want', 'noise', 'canceling', 'experience', 'without', 'paying', 'heavy', 'price']",3
8236,"['work', 'well', 'good', 'quality']",3
8240,"['charger', 'came', 'packed', 'nicely', 'inexpensive', 'super', 'easy', 'setup', 'plug', 'usb', 'power', 'plug', 'work', 'exactly', 'expected', 'nice', 'fast', 'charging', 'indicator', 'light', 'tell', 'phone', 'not', 'centered', 'properly', 'blinking', 'satisfied', 'purchase', 'would', 'highly', 'recommend']",3
8326,"['todo', 'muy', 'bien', 'en', 'tiempo', 'forma']",3
8402,"['no', 'necesitan', 'ma', 'resena', 'necesario', 'tener', 'si', 'se', 'tiene', 'un', 'nintendo', 'switch']",3
8428,"['second', 'time', 'ordering', 'served', 'purpose', 'excellent', 'protection', 'not', 'cracked', 'actual', 'phone', 'screen']",3
8444,"['great', 'product', 'really', 'worth', 'money', 'also', 'work', 'alexa', 'voice', 'command']",3
8468,"['friend', 'got', 'one', 'shared', 'photo', 'took', 'crystal', 'clear', 'looking', 'cam', 'going', 'leave', 'kitty', 'day', 'thought', 'would', 'good', 'way', 'keep', 'eye', 'gone', 'hooked', 'thing', 'no', 'problem', 'whatsoever', 'away', 'home', 'watched', 'lily', 'get', 'counter', 'get', 'sink', 'get', 'table', 'bad', 'kitty', 'monitored', 'food', 'water', 'dish', 'yelled', 'got', 'table', 'scared', 'crap', 'even', 'returned', 'home', 'kept', 'gawking', 'ceiling', 'expecting', 'voice', 'reprimand', 'lol', 'alexa', 'device', 'home', 'turned', 'radio', 'listen', 'day', 'night', 'turned', 'tv', 'watch', 'prime', 'time', 'show', 'left', 'kitchen', 'light', 'could', 'see', 'dish', 'since', 'discovered', 'night', 'vision', 'aspect', 'cam', 'work', 'great', 'need', 'leave', 'light', 'want', 'another', 'cam', 'aim', 'back', 'door']",3
8516,"['protective', 'weather', 'resistant', 'case', 'taotronics', 'make', 'travel', 'laptop', 'easier', 'safer', 'spared', 'no', 'effort', 'bring', 'great', 'looking', 'neoprene', 'material', 'lightweight', 'durable', 'black', 'white', 'could', 'see', 'feel', 'quality', 'protection', 'offered', 'immediately', 'sliding', 'laptop', 'case', 'dual', 'zipper', 'made', 'ykk', 'ensure', 'long', 'reliable', 'life', 'like', 'feature', 'let', 'hide', 'handle', 'sleeve', 'look', 'great', 'functional', 'product', 'fair', 'price', 'come', 'lightweight', 'pull', 'string', 'bag', 'nice', 'extra']",3
8566,"['music', 'awesome', 'sound', 'quality', 'great', 'think', 'listening', 'expensive', 'system', 'worth', 'alone', 'amazon', 'music', 'affordable', 'alarm', 'reminder', 'not', 'loud', 'enough', 'time', 'almost', 'yell', 'get', 'alexa', 'respond', 'tried', 'use', 'amazon', 'photo', 'froze', 'crashed', 'factory', 'reset', 'video', 'calling', 'work', 'figured', 'skype', 'get', 'synch', 'right', 'phone', 'contact', 'video', 'call', 'work', 'hulu', 'prime', 'video', 'work', 'netflix', 'dows', 'work', 'youtube', 'great', 'sleep', 'meditation', 'etc', 'would', 'recommend', 'purchase', 'main', 'purpose', 'music']",3
8571,"['bios', 'showing', 'error', 'cpu', 'fan', 'faulty']",3
8593,"['used', 'connect', 'ultrasound', 'machine', 'large', 'tv', 'work', 'great']",3
8642,"['tempered', 'glass', 'phone', 'year', 'never', 'break', 'easily', 'literally', 'bumped', 'seat', 'belt', 'buckle', 'shattered', 'another', 'drop', 'onto', 'carpet', 'toy', 'broke', 'another', 'spot', 'thumb']",3
8761,"['liked', 'ear', 'bud', 'old', 'one', 'firm', 'grip', 'dont', 'fall', 'easily', 'ear', 'case', 'come', 'beautiful', 'slim', 'case', 'led', 'indicator', 'much', 'battery', 'life', 'left', 'audio', 'quality', 'amazing', 'highly', 'recommend']",3
8799,"['headphone', 'work', 'great', 'long', 'wire', 'helpful', 'adjusting', 'moving', 'around', 'also', 'comfortable']",3
8817,"['printer', 'paper']",3
8833,"['hard', 'fit', 'controller', 'slot', 'work', 'described']",3
8944,"['work', 'great', 'still', 'yet', 'really', 'push', 'actually', 'figure', 'limit', 'run', 'planet', 'coaster', 'processor', 'demanding', 'game', 'smoothly', 'high', 'setting', 'huge', 'upgrade', 'previous', 'cpu']",3
9025,"['love', 'jbl', 'get', 'another', 'flip', 'link', 'speaker', 'since', 'jbl', 'not', 'make', 'speaker', 'link', 'like', 'flip', 'wont', 'link', 'flip']",3
9059,"['bought', 'legacy', 'garage', 'door', 'opener', 'could', 'part', 'home', 'automation', 'system', 'supposed', 'work', 'smartthings', 'control', 'not', 'also', 'use', 'amazon', 'key', 'delivery', 'cannot', 'use', 'since', 'contract', 'driver', 'not', 'amazon', 'employee', 'useless', 'package', 'theft', 'prevention', 'not', 'hard', 'set', 'configure', 'better', 'nothing', 'le', 'expensive', 'new', 'garage', 'door', 'opener']",3
9072,"['worked', 'short', 'connect', 'bluetooth', 'device', 'sound', 'quality', 'crackly', 'two', 'metre', 'distance', 'transmitter']",3
9078,"['son', 'love', 'long', 'flight', 'fold', 'well', 'backpack']",3
9134,"['included', 'start', 'glad', 'went', 'ahead', 'ordered', 'one']",3
9135,"['still', 'need', 'pair', 'ring', 'doorbell']",3
9228,"['twenty', 'year', 'ago', 'busy', 'working', 'mom', 'two', 'little', 'kid', 'boy', 'need', 'echo', 'auto', 'quiet', 'time', 'long', 'kid', 'sleeping', 'car', 'would', 'go', 'list', 'thing', 'needed', 'call', 'buy', 'etc', 'would', 'often', 'think', 'tape', 'recorder', 'car', 'would', 'start', 'started', 'driving', 'could', 'tell', 'needed', 'remember', 'tape', 'recorder', 'young', 'remember', 'little', 'cassette', 'device', 'could', 'record', 'sound', 'play', 'back', 'digress', 'echo', 'auto', 'everything', 'wish', 'year', 'ago', 'tell', 'need', 'go', 'shopping', 'list', 'need', 'go', 'list', 'anything', 'else', 'need', 'remember', 'also', 'play', 'anything', 'want', 'hear', 'whenever', 'need', 'find', 'something', 'nearby', 'tell', 'go', 'must', 'every', 'busy', 'mom', 'need', 'talk', 'listen', 'help', 'already', 'bought', 'couple', 'gift', 'two', 'busy', 'working', 'mom', 'daughter', 'great', 'device']",3
9268,"['unboxed', 'plugged', 'exsisting', 'phone', 'charger', 'adapter', 'used', 'cord', 'provided', 'laid', 'phone', 'charging', 'pad', 'started', 'charging', 'samsung', 'fast', 'charge', 'enabled', 'wireless', 'pad', 'like', 'keep', 'using', 'charging', 'port', 'risking', 'damaging']",3
9302,"['love', 'good', 'price', 'great', 'sound']",3
9312,"['speaker', 'day', 'bought', 'quality', 'sound', 'friend', 'good', 'wanted', 'one', 'phone', 'morphed', 'primary', 'entertainment', 'device', 'course', 'tinny', 'speaker', 'like', 'wear', 'headphone', 'often', 'wee', 'oontz', 'speaker', 'sound', 'great', 'jazz', 'industrial', 'opera', 'ambient', 'folk', 'big', 'band', 'punk', 'goth', 'podcasts', 'meditation', 'sound', 'good', 'day', 'yet', 'charge', 'though', 'probably', 'pressing', 'luck', 'glad', 'bought', 'keep', 'phone', 'dangerous', 'gadget', 'kitchen', 'bathroom', 'still', 'sturdy', 'speaker', 'listen', 'music']",3
9321,"['picked', 'switch', 'year', 'ago', 'picked', 'pro', 'controller', 'go', 'knew', 'would', 'use', 'tv', 'lot', 'plus', 'bigger', 'game', 'like', 'zelda', 'breath', 'wild', 'mario', 'odyssey', 'knew', 'would', 'enjoy', 'much', 'standard', 'controller', 'pro', 'controller', 'reminds', 'little', 'xbox', 'controller', 'little', 'bulkier', 'however', 'time', 'really', 'fit', 'hand', 'well', 'high', 'quality', 'awesome', 'use', 'switch', 'either', 'main', 'gaming', 'console', 'gaming', 'console', 'also', 'love', 'game', 'like', 'super', 'smash', 'bros', 'doom', 'witcher', 'skyrim', 'title', 'would', 'say', 'though', 'expensive', 'asking', 'price', 'use', 'switch', 'mostly', 'handheld', 'mode', 'casual', 'gamer', 'major', 'gaming', 'another', 'console', 'pc', 'probably', 'pas', 'picking', 'one']",3
9349,"['product', 'great', 'product', 'around', 'great', 'upgrade', 'regular', 'mouse', 'keyboard', 'gaming', 'keyboard', 'nothing', 'exceptional', 'look', 'feel', 'great', 'not', 'mention', 'job', 'well', 'mouse', 'combo', 'shine', 'not', 'look', 'feel', 'great', 'like', 'partner', 'well', 'laid', 'offer', 'great', 'responsiveness', 'also', 'customize', 'weight', 'preference', 'great', 'feature', 'budget', 'mouse', 'everything', 'work', 'wonderfully', 'look', 'awesome']",3
9390,"['fantastic', 'gameplay', 'control', 'gorgeous', 'graphic', 'soundtrack']",3
9400,"['essential', 'piece', 'hardware', 'switch', 'excellent', 'build', 'quality', 'wonderful', 'array', 'functionality']",3
9409,"['glad', 'choice', 'cut', 'cord', 'go', 'fire', 'tv', 'stick', 'setup', 'needed', 'little', 'explanation', 'setting', 'correct', 'input', 'called', 'support', 'registration', 'since', 'not', 'realize', 'switched', 'input', 'hdmi', 'could', 'call', 'user', 'error', 'support', 'really', 'helpful', 'patient', 'no', 'extra', 'charge', 'get', 'cable', 'service', 'input', 'issue', 'probably', 'no', 'brainer', 'cable', 'since', 'not', 'messed', 'much', 'dvd', 'medium', 'tv', 'satellite', 'fascination', 'year', 'ago', 'trying', 'stress', 'new', 'easy', 'need', 'reset', 'stick', 'periodically', 'get', 'no', 'signal', 'message', 'yet', 'internet', 'good', 'found', 'unplug', 'outlet', 'second', 'reset', 'easier', 'going', 'back', 'tv', 'unplug', 'power', 'stick']",3
9419,"['easy', 'set', 'navigate', 'helped', 'save', 'lot', 'money', 'still', 'getting', 'content']",3
9431,"['work', 'well', 'use', 'bluetooth', 'headphone']",3
9444,['great'],3
9495,"['good', 'quality', 'paper']",3
9507,"['bought', 'roku', 'tv', 'extra', 'sound', 'boost', 'sure', 'powerful', 'sound', 'bar', 'tcl', 'offer', 'ok', 'price', 'loud', 'enough', 'small', 'living', 'room', 'bedroom']",3
9520,"['highly', 'recommend', 'antenna', 'easy', 'install', 'get', 'channel', 'way', 'expecting', 'live', 'valley', 'mountain', 'honest', 'expecting', 'much', 'far', 'surpassed', 'expectation']",3
9523,"['gusto', 'porque', 'e', 'facil', 'de', 'poner', 'no', 'quedan', 'burbuja', 'lo', 'use', 'para', 'un', 'iphone', 'pro', 'max', 'un', 'iphone', 'x', 'max']",3
9526,"['charger', 'not', 'fit', 'controller', 'charger', 'unable', 'use', 'would', 'not', 'buy']",3
9588,"['described', 'no', 'issue', 'getting', 'code']",3
9595,"['say', 'amazing', 'wireless', 'earbuds', 'ever', 'not', 'charge', 'wirelessly', 'survive', 'washer', 'long', 'story', 'short', 'whole', 'case', 'left', 'pocket', 'legging', 'well', 'went', 'though', 'industrial', 'washer', 'laundry', 'mat', 'dried', 'even', 'thr', 'rice', 'method', 'charged', 'couple', 'day', 'sitting', 'course', 'still', 'worked', 'perfect', 'surprised', 'thank', 'making', 'awesome', 'product', 'also', 'fit', 'nice', 'get', 'used', 'love']",3
9619,"['fit', 'tv', 'good', 'work', 'good', 'tv', 'year', 'still']",3
9621,"['cowin', 'beautifully', 'crafted', 'comfortable', 'noise', 'cancelling', 'headphone', 'sound', 'quality', 'everything', 'hoped', 'paired', 'quickly', 'hp', 'laptop', 'first', 'attempt', 'without', 'hesitation', 'fit', 'finish', 'near', 'perfect', 'opinion', 'attractive', 'brushed', 'aluminum', 'frame', 'attractive', 'well', 'padded', 'oh', 'smooth', 'touch', 'came', 'nice', 'leather', 'like', 'travel', 'bag', 'cord', 'direct', 'connection', 'cell', 'phone', 'laptop', 'similar', 'device', 'usb', 'cable', 'charging', 'lithium', 'battery', 'performing', 'good', 'long', 'night', 'first', 'time', 'battery', 'charge', 'used', 'six', 'continuous', 'hour', 'glorious', 'comfortable', 'hour', 'no', 'fading', 'sound', 'battery', 'seemed', 'ready', 'several', 'hour', 'use', 'volume', 'control', 'smooth', 'adjusts', 'easily', 'sound', 'remained', 'clear', 'crisp', 'easy', 'listen', 'highest', 'lowest', 'volume', 'setting']",3
9670,"['seems', 'good', 'like', 'length', 'use', 'charge', 'phone', 'bedroom', 'seems', 'durable', 'far']",3
9734,"['work', 'well', 'pretty', 'stylish']",3
9773,"['got', 'sony', 'tv', 'android', 'tv', 'built', 'liked', 'android', 'o', 'sony', 'updated', 'software', 'year', 'noticeably', 'slow', 'thing', 'changing', 'volume', 'would', 'cause', 'netflix', 'stutter', 'month', 'ago', 'got', 'fire', 'tv', 'stick', 'sale', 'far', 'happy', 'used', 'tv', 'native', 'android', 'interface', 'good']",3
9798,"['wife', 'given', 'soundlink', 'unit', 'gift', 'right', 'box', 'problem', 'cord', 'would', 'not', 'properly', 'fit', 'result', 'unit', 'would', 'not', 'charge', 'well', 'finally', 'crapped', 'would', 'not', 'charge', 'bought', 'replacement', 'cord', 'essentially', 'thing', 'happened', 'finally', 'directed', 'bose', 'support', 'number', 'leaving', 'complaint', 'site', 'called', 'number', 'human', 'answered', 'prompt', 'spoke', 'english', 'well', 'problem', 'taken', 'care', 'minute', 'faulty', 'unit', 'replaced', 'zero', 'hassle', 'arrived', 'day', 'work', 'great', 'sound', 'awesome', 'happy', 'bose', 'customer', 'service', 'honestly', 'surprised', 'professional', 'courteous', 'expecting', 'typical', 'customer', 'service', 'response']",3
9814,"['trying', 'decide', 'going', 'use', 'first', 'build', 'settled', 'complete', 'amd', 'system', 'today', 'happier', 'decision', 'amd', 'give', 'much', 'dollar', 'compared', 'intel', 'comparing', 'performance', 'stats', 'side', 'side', 'get', 'much', 'much', 'le', 'fairly', 'computer', 'literate', 'guy', 'thing', 'even', 'amazed', 'performance', 'capability', 'system', 'ryzen', 'processor', 'heart']",3
9835,"['updated', 'workout', 'use', 'free', 'weight', 'run', 'not', 'wire', 'get', 'way', 'lot', 'move', 'around', 'lot', 'like', 'ear', 'headphone', 'although', 'sound', 'fantastic', 'hate', 'sweat', 'get']",3
9866,"['good', 'price', 'work', 'described']",3
9869,"['trying', 'four', 'five', 'foot', 'hdmi', 'cable', 'including', 'couple', 'high', 'quality', 'monoprice', 'one', 'amazon', 'foot', 'hdmi', 'cable', 'able', 'properly', 'carry', 'signal', 'pc', 'tv', 'hz', 'chroma', 'well', 'bit', 'hdr', 'even', 'active', 'hdmi', 'cable', 'got', 'monoprice', 'artifact', 'issue', 'not', 'able', 'carry', 'stable', 'signal', 'foot', 'kinda', 'funny', 'cable', 'able', 'outperform', 'cable', 'cost', 'like', 'though', 'looking', 'thick', 'cable', 'not', 'surprised', 'able', 'perform', 'well', 'wish', 'bought', 'cable', 'wasting', 'money', 'cable']",3
9893,"['great', 'speaker', 'small', 'powerful', 'pitbull', 'puppy', 'already', 'chewed', 'hardly', 'damage', 'speaker', 'take', 'licking', 'last', 'day']",3
9910,"['buen', 'juego']",3
9913,"['work', 'work', 'well', 'great', 'money']",3
9927,"['charge', 'various', 'iphone', 'plus', 'ipad', 'mini', 'retina', 'ipad', 'charge', 'not', 'others', 'straight', 'box']",3
9980,"['originally', 'purchased', 'july', 'fell', 'love', 'cushion', 'earpiece', 'well', 'headband', 'unbelievably', 'cushy', 'wear', 'hour', 'without', 'getting', 'uncomfortable', 'not', 'mention', 'battery', 'last', 'two', 'three', 'week', 'need', 'charged', 'use', 'thing', 'lot', 'year', 'typical', 'use', 'one', 'swivel', 'earpiece', 'broke', 'emailed', 'customer', 'service', 'got', 'back', 'quickly', 'sent', 'code', 'free', 'replacement', 'pair', 'cushion', 'new', 'pair', 'feel', 'bit', 'stiffer', 'last', 'pair', 'not', 'sure', 'need', 'broken', 'headphone', 'definitely', 'recommend', 'anyone', 'looking', 'wireless', 'headphone', 'affordable', 'price']",3
10084,"['got', 'rush', 'couple', 'day', 'far', 'great', 'audio', 'good', 'wish', 'little', 'bit', 'bass', 'pretty', 'comfortable', 'head', 'also', 'wish', 'usb', 'could', 'used', 'audio', 'well', 'not', 'light', 'overall', 'great', 'product', 'price']",3
10098,"['small', 'compact', 'size', 'signal', 'strong', 'no', 'problem', 'streaming', 'content', 'hd', 'would', 'recommend', 'providing', 'cable', 'require', 'distance']",3
10158,"['recently', 'purchased', 'antenna', 'amazon', 'process', 'getting', 'away', 'cable', 'pleased', 'reception', 'ease', 'set', 'material', 'construction', 'product', 'purchasing', 'every', 'tv', 'household', 'thanks', 'making', 'great', 'product']",3
10209,"['cord', 'month', 'still', 'good', 'condition', 'not', 'melted', 'burned']",3
10225,"['akaso', 'ek', 'great', 'purchase', 'used', 'attached', 'ski', 'helmet', 'well', 'water', 'durable', 'waterproof', 'want', 'looking', 'expensive', 'model', 'got', 'quality', 'le', 'money', 'picture', 'quality', 'great', 'came', 'lot', 'useful', 'attachment', 'highly', 'recommend']",3
10230,"['work', 'good', 'samsung', 'note']",3
10240,"['omg', 'awesome', 'wireless', 'headset', 'amazing', 'quality', 'wonderful', 'sound', 'quality', 'noise', 'cancelation']",3
10418,"['wow', 'seriously', 'wow', 'lil', 'devil', 'crank', 'thing', 'listening', 'incredible', 'music', 'incredible', 'garbage', 'iphone', 'speaker', 'mainly', 'listen', 'jazz', 'rock', 'fusion', 'progressive', 'rock', 'among', 'various', 'fashion', 'music', 'work', 'musician', 'place', 'recording', 'performed', 'detail', 'intricacy', 'listener', 'appreciate', 'effort', 'achieved', 'work', 'far', 'required', 'system', 'one', 'dinky', 'little', 'micro', 'speaker', 'produce']",3
10436,"['camera', 'perfect', 'trip', 'wolf', 'creek', 'colorado', 'camera', 'worked', 'perfect', 'excellent', 'camera', 'price', 'would', 'definitely', 'recommend']",3
10445,"['great', 'sound', 'great', 'price', 'easy', 'use', 'even', 'difficulty', 'get', 'male', 'male', 'cord', 'connect', 'device', 'think', 'need', 'may', 'get', 'another', 'two']",3
10469,"['ok', 'nothing', 'special', 'no', 'matter', 'set', 'detects', 'motion', 'record', 'second', 'clip', 'yes', 'clear', 'picture', 'rounded', 'fish', 'bowl', 'appearance', 'instead', 'nice', 'squared', 'edge', 'think', 'work', 'alexa', 'show', 'not', 'alexa', 'echo', 'tried', 'turn', 'alexa', 'echo', 'dot', 'work', 'buy', 'another', 'one', 'gave', 'star', 'gave', 'deserves', 'review', 'would', 'not', 'posted']",3
10504,"['took', 'bit', 'time', 'hook', 'set', 'went', 'great']",3
10511,"['quality', 'sound']",3
10519,"['work', 'great', 'easy', 'set', 'pull', 'right', 'echo', 'show', 'phone', 'quickly', 'app', 'dont', 'waste', 'ur', 'money', 'overpriced', 'camera', 'hand', 'amazing', 'value']",3
10528,"['sound', 'quality', 'battery', 'life', 'great', 'speaker', 'work', 'however', 'one', 'fatal', 'flaw', 'drop', 'connection', 'phone', 'half', 'second', 'interval', 'every', 'second', 'audible', 'happens', 'speaker', 'use', 'app', 'flawlessly', 'several', 'bt', 'headphone', 'without', 'problem', 'one', 'frequent', 'us', 'looking', 'speaker', 'replace']",3
10552,"['bought', 'replacement', 'could', 'charge', 'son', 'communication', 'device', 'not', 'even', 'box', 'month', 'pull', 'lightning', 'end', 'charging', 'port', 'pair', 'plier', 'fell', 'apart', 'tried', 'unplug', 'really', 'disappointed', 'cost', 'way', 'even', 'apple', 'charger', 'thought', 'would', 'last', 'cable', 'apparently', 'worrying', 'whether', 'going', 'fall', 'apart', 'instead', 'sticking', 'apple', 'brand', 'charger']",3
10584,"['todo', 'llego', 'bien', 'como', 'se', 'esperaba', 'si', 'eres', 'fan', 'ya', 'sabes', 'que', 'compras', 'en', 'cuanto', 'al', 'juego']",3
10658,"['not', 'repeat', 'not', 'use', 'sd', 'card', 'pre', 'existing', 'data', 'lost', 'used', 'sd', 'card', 'nintendo', 'switch', 'temporary', 'one', 'could', 'get', 'dedicated', 'one', 'playing', 'switch', 'recently', 'went', 'use', 'switch', 'file', 'missing', 'camera', 'great', 'warning', 'sd', 'card', 'wiped', 'would', 'great', 'redownload', 'move', 'game', 'back', 'disappointed']",3
10682,"['fast', 'easy', 'great', 'value']",3
10708,"['bought', 'son', 'birthday', 'love', 'work', 'well', 'gaming', 'also', 'class', 'meeting', 'school', 'love', 'volume', 'adjuster', 'mute', 'button', 'also', 'way', 'cool', 'light', 'happy', 'purchase']",3
10729,"['not', 'sound', 'like', 'old', 'man', 'sound', 'excellent', 'size', 'fella', 'picked', 'camo', 'version', 'look', 'great', 'fit', 'perfectly', 'bicycle', 'water', 'bottle', 'cage', 'put', 'amazing', 'sound', 'else', 'ask', 'maybe', 'button', 'highlighted', 'different', 'color', 'easily', 'identify', 'not', 'worth', 'star', 'though', 'best', 'water', 'bottle', 'cage', 'speaker', 'price', 'imho']",3
